Team #,Wins,Losses,Ties,CS,OCS,PD
1102,3,4,1,17,67.5,+28
1113,6,2,0,15,71.5,+65
1114,3,3,2,17.5,62,+14
1219,6,2,0,17.5,61,+8
1225,5,2,1,17,68.5,+17
1275,0,7,1,17,48.5,-77
1294,2,5,1,12,62.5,-23
1339,5,2,1,17,64,+38
1340,4,3,1,18,61.5,-18
1350,4,4,0,14,64.5,-11
1352,7,1,0,16,77,+47
1353,4,4,0,17,69,-2
1376,3,5,0,17,63.5,-15
1380,5,3,0,17,62,+4
1381,5,3,0,10.5,70.5,+13
1406,3,5,0,23.5,57,-33
1449,3,4,1,11,65,+14
1487,3,5,0,14,63,-2
1490,6,2,0,15.5,65.5,+17
1491,2,5,1,18,63,-20
1500,5,2,1,15.5,69.5,+15
1505,4,4,0,17,63,+7
1632,1,6,1,13.5,56,-35
1697,1,7,0,16.5,60.5,-51
