Team #,Wins,Losses,Ties,CS,OCS,PD
1001,2,5,1,17.5,65.5,-30
1002,3,4,1,14,62.5,-2
1049,2,6,0,16.5,60,-67
1064,4,3,1,19,65.5,-22
1125,4,4,0,17.5,67.5,+16
1166,4,3,1,18,59,+14
1167,5,3,0,15.5,66,-34
1200,5,3,0,18.5,71,+44
1202,2,6,0,11.5,62.5,-39
1240,7,0,1,14,67.5,+88
1241,6,1,1,15,63,+46
1285,6,1,1,17,69,+98
1286,4,4,0,16,67,+22
1304,3,4,1,17,62,-16
1309,4,4,0,16,59,-9
1310,4,3,1,18,62,+8
1335,2,5,1,14.5,64,-41
1366,2,6,0,16.5,56.5,-32
1409,3,5,0,15,60.5,-50
1512,5,3,0,17,68.5,+61
1513,1,7,0,12,57.5,-31
1519,5,3,0,18,69,-16
1520,5,3,0,16.5,67.5,0
1556,3,5,0,13.5,63.5,-8
