Team #,Wins,Losses,Ties,CS,OCS,PD
1041,3,5,0,18,60,-22
1042,1,7,0,16,48,-79
1045,5,3,0,18,65,+38
1046,6,2,0,17,67,+34
1060,3,5,0,19,52,-45
1061,4,4,0,19,62,-9
1123,5,3,0,18,70,+36
1137,4,4,0,16,61,+9
1144,3,5,0,15,68,-20
1183,6,2,0,16,64,+20
1184,2,6,0,21,58,+1
1196,5,3,0,15,74,+10
1223,3,5,0,13,64,-24
1305,7,1,0,16,72,+18
1333,2,6,0,20,58,-22
1341,6,2,0,14,74,+17
1385,4,4,0,14,68,+5
1445,1,7,0,13,60,-49
1495,4,4,0,10,57,+16
1529,6,2,0,14,76,+46
1538,2,6,0,21,62,-57
1592,8,0,0,18,71,+78
1667,3,5,0,14,68,+5
1803,3,5,0,9,57,-6
