RoundNum,TeamNum,OppNum,Side,PD,BallotResult,TotalWins,TotalTies,TotalLosses,TotalBallots,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,name,host,location,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1,tab_note_2
2,1680,1447,Π,3,Win,6.0,0.0,2.0,6.0,"University of California, San Diego B",Pomona College A,False,False,False,False,,Sonal Patel,Witness,18,∆,Brandon Benjamin,Witness,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1680,1447,Π,8,Win,6.0,0.0,2.0,6.0,"University of California, San Diego B",Pomona College A,False,False,False,False,,Sonal Patel,Witness,18,∆,Brandon Benjamin,Witness,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1680,1071,Π,-5,Loss,6.0,0.0,2.0,6.0,"University of California, San Diego B",Arizona State University B,False,False,False,False,,Sonal Patel,Witness,18,∆,Brandon Benjamin,Witness,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1680,1071,Π,-6,Loss,6.0,0.0,2.0,6.0,"University of California, San Diego B",Arizona State University B,False,False,False,False,,Sonal Patel,Witness,18,∆,Brandon Benjamin,Witness,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1680,1519,Δ,7,Win,6.0,0.0,2.0,6.0,"University of California, San Diego B","University of California, Irvine C",False,False,False,False,,Sonal Patel,Witness,18,∆,Brandon Benjamin,Witness,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1680,1519,Δ,8,Win,6.0,0.0,2.0,6.0,"University of California, San Diego B","University of California, Irvine C",False,False,False,False,,Sonal Patel,Witness,18,∆,Brandon Benjamin,Witness,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1681,1423,Π,3,Win,5.0,0.0,3.0,5.0,"University of California, San Diego C","University of Nevada, Las Vegas A",False,False,False,False,,Mariah Breit,Attorney,18,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1681,1423,Π,1,Win,5.0,0.0,3.0,5.0,"University of California, San Diego C","University of Nevada, Las Vegas A",False,False,False,False,,Mariah Breit,Attorney,18,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1681,1049,Δ,-3,Loss,5.0,0.0,3.0,5.0,"University of California, San Diego C",University of Arizona C,False,False,False,False,,Mariah Breit,Attorney,18,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1681,1049,Δ,2,Win,5.0,0.0,3.0,5.0,"University of California, San Diego C",University of Arizona C,False,False,False,False,,Mariah Breit,Attorney,18,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1681,1492,Π,-9,Loss,5.0,0.0,3.0,5.0,"University of California, San Diego C","University of California, Los Angeles A",False,False,False,False,,Mariah Breit,Attorney,18,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1681,1492,Π,-9,Loss,5.0,0.0,3.0,5.0,"University of California, San Diego C","University of California, Los Angeles A",False,False,False,False,,Mariah Breit,Attorney,18,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1681,1050,Δ,4,Win,5.0,0.0,3.0,5.0,"University of California, San Diego C",University of Arizona D,False,False,False,False,,Mariah Breit,Attorney,18,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1681,1050,Δ,14,Win,5.0,0.0,3.0,5.0,"University of California, San Diego C",University of Arizona D,False,False,False,False,,Mariah Breit,Attorney,18,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1691,1718,Π,1,Win,1.0,0.0,7.0,1.0,"University of California, Riverside B",Arizona State University E,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1691,1718,Π,-8,Loss,1.0,0.0,7.0,1.0,"University of California, Riverside B",Arizona State University E,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1691,1673,Δ,-11,Loss,1.0,0.0,7.0,1.0,"University of California, Riverside B","University of Nevada, Reno A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1691,1673,Δ,-7,Loss,1.0,0.0,7.0,1.0,"University of California, Riverside B","University of Nevada, Reno A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1691,1370,Δ,-10,Loss,1.0,0.0,7.0,1.0,"University of California, Riverside B",San Diego State University A,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1691,1370,Δ,-9,Loss,1.0,0.0,7.0,1.0,"University of California, Riverside B",San Diego State University A,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1691,1423,Π,-13,Loss,1.0,0.0,7.0,1.0,"University of California, Riverside B","University of Nevada, Las Vegas A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1691,1423,Π,-17,Loss,1.0,0.0,7.0,1.0,"University of California, Riverside B","University of Nevada, Las Vegas A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1713,1633,Δ,-42,Loss,2.0,0.0,6.0,2.0,San Diego State University B,University of Southern California A,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1713,1633,Δ,-29,Loss,2.0,0.0,6.0,2.0,San Diego State University B,University of Southern California A,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1713,1801,Π,-35,Loss,2.0,0.0,6.0,2.0,San Diego State University B,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1713,1801,Π,-23,Loss,2.0,0.0,6.0,2.0,San Diego State University B,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1713,1424,Π,2,Win,2.0,0.0,6.0,2.0,San Diego State University B,"University of Nevada, Las Vegas B",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1713,1424,Π,15,Win,2.0,0.0,6.0,2.0,San Diego State University B,"University of Nevada, Las Vegas B",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1713,1071,Δ,-18,Loss,2.0,0.0,6.0,2.0,San Diego State University B,Arizona State University B,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1713,1071,Δ,-34,Loss,2.0,0.0,6.0,2.0,San Diego State University B,Arizona State University B,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1718,1691,Δ,-1,Loss,3.0,0.0,5.0,3.0,Arizona State University E,"University of California, Riverside B",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1718,1691,Δ,8,Win,3.0,0.0,5.0,3.0,Arizona State University E,"University of California, Riverside B",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1718,1518,Π,-7,Loss,3.0,0.0,5.0,3.0,Arizona State University E,"University of California, Irvine B",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1718,1518,Π,-1,Loss,3.0,0.0,5.0,3.0,Arizona State University E,"University of California, Irvine B",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1718,1736,Π,9,Win,3.0,0.0,5.0,3.0,Arizona State University E,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1718,1736,Π,11,Win,3.0,0.0,5.0,3.0,Arizona State University E,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1718,1492,Δ,-14,Loss,3.0,0.0,5.0,3.0,Arizona State University E,"University of California, Los Angeles A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1718,1492,Δ,-8,Loss,3.0,0.0,5.0,3.0,Arizona State University E,"University of California, Los Angeles A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1725,9999,Δ,-1,Loss,0.0,0.0,8.0,0.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1725,9999,Δ,-1,Loss,0.0,0.0,8.0,0.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1725,1492,Π,-21,Loss,0.0,0.0,8.0,0.0,Bye Bust Team,"University of California, Los Angeles A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1725,1492,Π,-28,Loss,0.0,0.0,8.0,0.0,Bye Bust Team,"University of California, Los Angeles A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1725,1801,Δ,-25,Loss,0.0,0.0,8.0,0.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1725,1801,Δ,-33,Loss,0.0,0.0,8.0,0.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1725,9999,Π,-1,Loss,0.0,0.0,8.0,0.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1725,9999,Π,-1,Loss,0.0,0.0,8.0,0.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1736,1665,Π,1,Win,1.0,0.0,7.0,1.0,Bye Bust Team,"University of California, Riverside A",False,False,False,False,,James Marmaduke,Witness,19,∆,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1736,1665,Π,-8,Loss,1.0,0.0,7.0,1.0,Bye Bust Team,"University of California, Riverside A",False,False,False,False,,James Marmaduke,Witness,19,∆,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1736,1423,Δ,-13,Loss,1.0,0.0,7.0,1.0,Bye Bust Team,"University of Nevada, Las Vegas A",False,False,False,False,,James Marmaduke,Witness,19,∆,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1736,1423,Δ,-13,Loss,1.0,0.0,7.0,1.0,Bye Bust Team,"University of Nevada, Las Vegas A",False,False,False,False,,James Marmaduke,Witness,19,∆,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1736,1718,Δ,-9,Loss,1.0,0.0,7.0,1.0,Bye Bust Team,Arizona State University E,False,False,False,False,,James Marmaduke,Witness,19,∆,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1736,1718,Δ,-11,Loss,1.0,0.0,7.0,1.0,Bye Bust Team,Arizona State University E,False,False,False,False,,James Marmaduke,Witness,19,∆,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1736,1370,Π,-1,Loss,1.0,0.0,7.0,1.0,Bye Bust Team,San Diego State University A,False,False,False,False,,James Marmaduke,Witness,19,∆,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1736,1370,Π,-4,Loss,1.0,0.0,7.0,1.0,Bye Bust Team,San Diego State University A,False,False,False,False,,James Marmaduke,Witness,19,∆,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1801,9999,Π,-1,Loss,6.0,0.0,2.0,6.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1801,9999,Π,-1,Loss,6.0,0.0,2.0,6.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1801,1713,Δ,35,Win,6.0,0.0,2.0,6.0,Bye Bust Team,San Diego State University B,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1801,1713,Δ,23,Win,6.0,0.0,2.0,6.0,Bye Bust Team,San Diego State University B,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1801,1725,Π,25,Win,6.0,0.0,2.0,6.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1801,1725,Π,33,Win,6.0,0.0,2.0,6.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1801,9999,Δ,1,Win,6.0,0.0,2.0,6.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1801,9999,Δ,1,Win,6.0,0.0,2.0,6.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
