RoundNum,TeamNum,OppNum,Side,PD,BallotResult,TotalWins,TotalTies,TotalLosses,TotalBallots,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,name,host,location,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1,tab_note_2
1,1049,1634,Δ,-2,Loss,4.0,0.0,4.0,4.0,University of Arizona C,University of Southern California B,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1049,1634,Δ,2,Win,4.0,0.0,4.0,4.0,University of Arizona C,University of Southern California B,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1049,1681,Π,3,Win,4.0,0.0,4.0,4.0,University of Arizona C,"University of California, San Diego C",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1049,1681,Π,-2,Loss,4.0,0.0,4.0,4.0,University of Arizona C,"University of California, San Diego C",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1049,1673,Π,6,Win,4.0,0.0,4.0,4.0,University of Arizona C,"University of Nevada, Reno A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1049,1673,Π,-1,Loss,4.0,0.0,4.0,4.0,University of Arizona C,"University of Nevada, Reno A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1049,1447,Δ,-5,Loss,4.0,0.0,4.0,4.0,University of Arizona C,Pomona College A,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1049,1447,Δ,5,Win,4.0,0.0,4.0,4.0,University of Arizona C,Pomona College A,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1050,1494,Π,-4,Loss,4.0,0.0,4.0,4.0,University of Arizona D,"University of California, Los Angeles C",False,False,False,False,,Jeffrey Tan,Witness,16,∆,"Hostal, Kathryn",Attorney,19,∏,Megan Pineda,Attorney,19,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1050,1494,Π,-8,Loss,4.0,0.0,4.0,4.0,University of Arizona D,"University of California, Los Angeles C",False,False,False,False,,Jeffrey Tan,Witness,16,∆,"Hostal, Kathryn",Attorney,19,∏,Megan Pineda,Attorney,19,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1050,1424,Δ,11,Win,4.0,0.0,4.0,4.0,University of Arizona D,"University of Nevada, Las Vegas B",False,False,False,False,,Jeffrey Tan,Witness,16,∆,"Hostal, Kathryn",Attorney,19,∏,Megan Pineda,Attorney,19,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1050,1424,Δ,14,Win,4.0,0.0,4.0,4.0,University of Arizona D,"University of Nevada, Las Vegas B",False,False,False,False,,Jeffrey Tan,Witness,16,∆,"Hostal, Kathryn",Attorney,19,∏,Megan Pineda,Attorney,19,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1050,1657,Δ,6,Win,4.0,0.0,4.0,4.0,University of Arizona D,Grand Canyon University B,False,False,False,False,,Jeffrey Tan,Witness,16,∆,"Hostal, Kathryn",Attorney,19,∏,Megan Pineda,Attorney,19,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1050,1657,Δ,11,Win,4.0,0.0,4.0,4.0,University of Arizona D,Grand Canyon University B,False,False,False,False,,Jeffrey Tan,Witness,16,∆,"Hostal, Kathryn",Attorney,19,∏,Megan Pineda,Attorney,19,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1050,1681,Π,-4,Loss,4.0,0.0,4.0,4.0,University of Arizona D,"University of California, San Diego C",False,False,False,False,,Jeffrey Tan,Witness,16,∆,"Hostal, Kathryn",Attorney,19,∏,Megan Pineda,Attorney,19,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1050,1681,Π,-14,Loss,4.0,0.0,4.0,4.0,University of Arizona D,"University of California, San Diego C",False,False,False,False,,Jeffrey Tan,Witness,16,∆,"Hostal, Kathryn",Attorney,19,∏,Megan Pineda,Attorney,19,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1071,1673,Π,10,Win,8.0,0.0,0.0,8.0,Arizona State University B,"University of Nevada, Reno A",False,False,False,False,,Gabriel Marquez,Witness,16,∆,Veronica Alvarez,Attorney,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1071,1673,Π,6,Win,8.0,0.0,0.0,8.0,Arizona State University B,"University of Nevada, Reno A",False,False,False,False,,Gabriel Marquez,Witness,16,∆,Veronica Alvarez,Attorney,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1071,1665,Δ,19,Win,8.0,0.0,0.0,8.0,Arizona State University B,"University of California, Riverside A",False,False,False,False,,Gabriel Marquez,Witness,16,∆,Veronica Alvarez,Attorney,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1071,1665,Δ,27,Win,8.0,0.0,0.0,8.0,Arizona State University B,"University of California, Riverside A",False,False,False,False,,Gabriel Marquez,Witness,16,∆,Veronica Alvarez,Attorney,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1071,1680,Δ,5,Win,8.0,0.0,0.0,8.0,Arizona State University B,"University of California, San Diego B",False,False,False,False,,Gabriel Marquez,Witness,16,∆,Veronica Alvarez,Attorney,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1071,1680,Δ,6,Win,8.0,0.0,0.0,8.0,Arizona State University B,"University of California, San Diego B",False,False,False,False,,Gabriel Marquez,Witness,16,∆,Veronica Alvarez,Attorney,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1071,1713,Π,18,Win,8.0,0.0,0.0,8.0,Arizona State University B,San Diego State University B,False,False,False,False,,Gabriel Marquez,Witness,16,∆,Veronica Alvarez,Attorney,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1071,1713,Π,34,Win,8.0,0.0,0.0,8.0,Arizona State University B,San Diego State University B,False,False,False,False,,Gabriel Marquez,Witness,16,∆,Veronica Alvarez,Attorney,17,∏,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1370,1518,Δ,-7,Loss,4.0,0.0,4.0,4.0,San Diego State University A,"University of California, Irvine B",False,False,False,False,,Robert Ota,Witness,20,∆,Camille Schaeffer,Attorney,18,∆,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1370,1518,Δ,-22,Loss,4.0,0.0,4.0,4.0,San Diego State University A,"University of California, Irvine B",False,False,False,False,,Robert Ota,Witness,20,∆,Camille Schaeffer,Attorney,18,∆,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1370,1657,Π,-2,Loss,4.0,0.0,4.0,4.0,San Diego State University A,Grand Canyon University B,False,False,False,False,,Robert Ota,Witness,20,∆,Camille Schaeffer,Attorney,18,∆,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1370,1657,Π,-8,Loss,4.0,0.0,4.0,4.0,San Diego State University A,Grand Canyon University B,False,False,False,False,,Robert Ota,Witness,20,∆,Camille Schaeffer,Attorney,18,∆,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1370,1691,Π,10,Win,4.0,0.0,4.0,4.0,San Diego State University A,"University of California, Riverside B",False,False,False,False,,Robert Ota,Witness,20,∆,Camille Schaeffer,Attorney,18,∆,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1370,1691,Π,9,Win,4.0,0.0,4.0,4.0,San Diego State University A,"University of California, Riverside B",False,False,False,False,,Robert Ota,Witness,20,∆,Camille Schaeffer,Attorney,18,∆,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1370,1736,Δ,1,Win,4.0,0.0,4.0,4.0,San Diego State University A,Bye Bust Team,False,False,False,False,,Robert Ota,Witness,20,∆,Camille Schaeffer,Attorney,18,∆,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1370,1736,Δ,4,Win,4.0,0.0,4.0,4.0,San Diego State University A,Bye Bust Team,False,False,False,False,,Robert Ota,Witness,20,∆,Camille Schaeffer,Attorney,18,∆,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1423,1681,Δ,-3,Loss,4.0,0.0,4.0,4.0,"University of Nevada, Las Vegas A","University of California, San Diego C",False,False,False,False,,Tanaya Sardesai,Witness,17,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1423,1681,Δ,-1,Loss,4.0,0.0,4.0,4.0,"University of Nevada, Las Vegas A","University of California, San Diego C",False,False,False,False,,Tanaya Sardesai,Witness,17,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1423,1736,Π,13,Win,4.0,0.0,4.0,4.0,"University of Nevada, Las Vegas A",Bye Bust Team,False,False,False,False,,Tanaya Sardesai,Witness,17,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1423,1736,Π,13,Win,4.0,0.0,4.0,4.0,"University of Nevada, Las Vegas A",Bye Bust Team,False,False,False,False,,Tanaya Sardesai,Witness,17,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1423,1447,Π,-6,Loss,4.0,0.0,4.0,4.0,"University of Nevada, Las Vegas A",Pomona College A,False,False,False,False,,Tanaya Sardesai,Witness,17,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1423,1447,Π,-4,Loss,4.0,0.0,4.0,4.0,"University of Nevada, Las Vegas A",Pomona College A,False,False,False,False,,Tanaya Sardesai,Witness,17,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1423,1691,Δ,13,Win,4.0,0.0,4.0,4.0,"University of Nevada, Las Vegas A","University of California, Riverside B",False,False,False,False,,Tanaya Sardesai,Witness,17,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1423,1691,Δ,17,Win,4.0,0.0,4.0,4.0,"University of Nevada, Las Vegas A","University of California, Riverside B",False,False,False,False,,Tanaya Sardesai,Witness,17,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1424,1447,Δ,-26,Loss,0.0,0.0,8.0,0.0,"University of Nevada, Las Vegas B",Pomona College A,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1424,1447,Δ,-8,Loss,0.0,0.0,8.0,0.0,"University of Nevada, Las Vegas B",Pomona College A,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1424,1050,Π,-11,Loss,0.0,0.0,8.0,0.0,"University of Nevada, Las Vegas B",University of Arizona D,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1424,1050,Π,-14,Loss,0.0,0.0,8.0,0.0,"University of Nevada, Las Vegas B",University of Arizona D,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1424,1713,Δ,-2,Loss,0.0,0.0,8.0,0.0,"University of Nevada, Las Vegas B",San Diego State University B,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1424,1713,Δ,-15,Loss,0.0,0.0,8.0,0.0,"University of Nevada, Las Vegas B",San Diego State University B,False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1424,1665,Π,-4,Loss,0.0,0.0,8.0,0.0,"University of Nevada, Las Vegas B","University of California, Riverside A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1424,1665,Π,-9,Loss,0.0,0.0,8.0,0.0,"University of Nevada, Las Vegas B","University of California, Riverside A",False,False,False,False,,,,,,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1447,1424,Π,26,Win,5.0,0.0,3.0,5.0,Pomona College A,"University of Nevada, Las Vegas B",False,False,False,False,,Rick Loya,Witness,16,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1447,1424,Π,8,Win,5.0,0.0,3.0,5.0,Pomona College A,"University of Nevada, Las Vegas B",False,False,False,False,,Rick Loya,Witness,16,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1447,1680,Δ,-3,Loss,5.0,0.0,3.0,5.0,Pomona College A,"University of California, San Diego B",False,False,False,False,,Rick Loya,Witness,16,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1447,1680,Δ,-8,Loss,5.0,0.0,3.0,5.0,Pomona College A,"University of California, San Diego B",False,False,False,False,,Rick Loya,Witness,16,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1447,1423,Δ,6,Win,5.0,0.0,3.0,5.0,Pomona College A,"University of Nevada, Las Vegas A",False,False,False,False,,Rick Loya,Witness,16,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1447,1423,Δ,4,Win,5.0,0.0,3.0,5.0,Pomona College A,"University of Nevada, Las Vegas A",False,False,False,False,,Rick Loya,Witness,16,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1447,1049,Π,5,Win,5.0,0.0,3.0,5.0,Pomona College A,University of Arizona C,False,False,False,False,,Rick Loya,Witness,16,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1447,1049,Π,-5,Loss,5.0,0.0,3.0,5.0,Pomona College A,University of Arizona C,False,False,False,False,,Rick Loya,Witness,16,∏,,,,,,,,,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1492,1519,Π,5,Win,7.0,0.0,1.0,7.0,"University of California, Los Angeles A","University of California, Irvine C",False,False,False,False,,Justin Shing,Witness,16,∆,Veronica Alvarez,Witness,16,∆,Shauli Bar‐On,Attorney,18,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
1,1492,1519,Π,-4,Loss,7.0,0.0,1.0,7.0,"University of California, Los Angeles A","University of California, Irvine C",False,False,False,False,,Justin Shing,Witness,16,∆,Veronica Alvarez,Witness,16,∆,Shauli Bar‐On,Attorney,18,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1492,1725,Δ,21,Win,7.0,0.0,1.0,7.0,"University of California, Los Angeles A",Bye Bust Team,False,False,False,False,,Justin Shing,Witness,16,∆,Veronica Alvarez,Witness,16,∆,Shauli Bar‐On,Attorney,18,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
2,1492,1725,Δ,28,Win,7.0,0.0,1.0,7.0,"University of California, Los Angeles A",Bye Bust Team,False,False,False,False,,Justin Shing,Witness,16,∆,Veronica Alvarez,Witness,16,∆,Shauli Bar‐On,Attorney,18,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1492,1681,Δ,9,Win,7.0,0.0,1.0,7.0,"University of California, Los Angeles A","University of California, San Diego C",False,False,False,False,,Justin Shing,Witness,16,∆,Veronica Alvarez,Witness,16,∆,Shauli Bar‐On,Attorney,18,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
3,1492,1681,Δ,9,Win,7.0,0.0,1.0,7.0,"University of California, Los Angeles A","University of California, San Diego C",False,False,False,False,,Justin Shing,Witness,16,∆,Veronica Alvarez,Witness,16,∆,Shauli Bar‐On,Attorney,18,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1492,1718,Π,14,Win,7.0,0.0,1.0,7.0,"University of California, Los Angeles A",Arizona State University E,False,False,False,False,,Justin Shing,Witness,16,∆,Veronica Alvarez,Witness,16,∆,Shauli Bar‐On,Attorney,18,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
4,1492,1718,Π,8,Win,7.0,0.0,1.0,7.0,"University of California, Los Angeles A",Arizona State University E,False,False,False,False,,Justin Shing,Witness,16,∆,Veronica Alvarez,Witness,16,∆,Shauli Bar‐On,Attorney,18,∆,"Tempe, Arizona Regional Tournament","Arizona State University in Tempe, Arizona",,Graham Henry,Thom Scher,8th place after round 3: 4 Wins,Opening coin flip: Heads ‐ Higher # = Better Rank,Round 3 coin flip: Heads ‐ Right Side is Defense
