RoundNum,TeamNum,OppNum,Side,PD,BallotResult,TotalWins,TotalTies,TotalLosses,TotalBallots,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,host,location,start_date,end_date,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1,tab_note_2
1,1307,1696,Δ,3,Win,3,0,5,3.0,"University of Illinois, Springfield A",Washington University in St. Louis C,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1307,1239,Π,-4,Loss,3,0,5,3.0,"University of Illinois, Springfield A",Indiana University B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1307,1239,Π,-8,Loss,3,0,5,3.0,"University of Illinois, Springfield A",Indiana University B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1307,1060,Δ,-4,Loss,3,0,5,3.0,"University of Illinois, Springfield A",Illinois State University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1307,1060,Δ,3,Win,3,0,5,3.0,"University of Illinois, Springfield A",Illinois State University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1307,1124,Π,-14,Loss,3,0,5,3.0,"University of Illinois, Springfield A",Washington University in St. Louis B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1307,1124,Π,2,Win,3,0,5,3.0,"University of Illinois, Springfield A",Washington University in St. Louis B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1450,1182,Π,15,Win,5,0,3,5.0,"University of Wisconsin, Madison A",Central College A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1450,1182,Π,16,Win,5,0,3,5.0,"University of Wisconsin, Madison A",Central College A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1450,1566,Δ,-11,Loss,5,0,3,5.0,"University of Wisconsin, Madison A",University of Cincinnati A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1450,1566,Δ,-8,Loss,5,0,3,5.0,"University of Wisconsin, Madison A",University of Cincinnati A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1450,1146,Δ,-11,Loss,5,0,3,5.0,"University of Wisconsin, Madison A",Northern Illinois University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1450,1146,Δ,2,Win,5,0,3,5.0,"University of Wisconsin, Madison A",Northern Illinois University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1450,1457,Π,9,Win,5,0,3,5.0,"University of Wisconsin, Madison A",Western Illinois University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1450,1457,Π,22,Win,5,0,3,5.0,"University of Wisconsin, Madison A",Western Illinois University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1451,1238,Π,-14,Loss,3,2,3,4.0,"University of Wisconsin, Madison B",Indiana University A,False,False,False,False,,Noah Browjn,Witness,20,∆,Jack Hoagland,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1451,1238,Π,-6,Loss,3,2,3,4.0,"University of Wisconsin, Madison B",Indiana University A,False,False,False,False,,Noah Browjn,Witness,20,∆,Jack Hoagland,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1451,1182,Δ,0,Tie,3,2,3,4.0,"University of Wisconsin, Madison B",Central College A,False,False,False,False,,Noah Browjn,Witness,20,∆,Jack Hoagland,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1451,1182,Δ,7,Win,3,2,3,4.0,"University of Wisconsin, Madison B",Central College A,False,False,False,False,,Noah Browjn,Witness,20,∆,Jack Hoagland,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1451,1114,Δ,5,Win,3,2,3,4.0,"University of Wisconsin, Madison B",Culver-Stockton College A,False,False,False,False,,Noah Browjn,Witness,20,∆,Jack Hoagland,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1451,1114,Δ,0,Tie,3,2,3,4.0,"University of Wisconsin, Madison B",Culver-Stockton College A,False,False,False,False,,Noah Browjn,Witness,20,∆,Jack Hoagland,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1451,1146,Π,6,Win,3,2,3,4.0,"University of Wisconsin, Madison B",Northern Illinois University A,False,False,False,False,,Noah Browjn,Witness,20,∆,Jack Hoagland,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1451,1146,Π,-4,Loss,3,2,3,4.0,"University of Wisconsin, Madison B",Northern Illinois University A,False,False,False,False,,Noah Browjn,Witness,20,∆,Jack Hoagland,Attorney,18,∏,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1457,1801,Π,-12,Loss,2,0,6,2.0,Western Illinois University A,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1457,1801,Π,-8,Loss,2,0,6,2.0,Western Illinois University A,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1457,1608,Δ,10,Win,2,0,6,2.0,Western Illinois University A,Culver-Stockton College B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1457,1608,Δ,3,Win,2,0,6,2.0,Western Illinois University A,Culver-Stockton College B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1457,1564,Π,-21,Loss,2,0,6,2.0,Western Illinois University A,St. Louis University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1457,1564,Π,-10,Loss,2,0,6,2.0,Western Illinois University A,St. Louis University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1457,1450,Δ,-9,Loss,2,0,6,2.0,Western Illinois University A,"University of Wisconsin, Madison A",False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1457,1450,Δ,-22,Loss,2,0,6,2.0,Western Illinois University A,"University of Wisconsin, Madison A",False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1564,1619,Δ,-3,Loss,5,0,3,5.0,St. Louis University A,University of Chicago D,False,False,False,False,,Dylan McCloskey,Witness,18,∆,Roma Shah Bye-Buster Team,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1564,1619,Δ,-3,Loss,5,0,3,5.0,St. Louis University A,University of Chicago D,False,False,False,False,,Dylan McCloskey,Witness,18,∆,Roma Shah Bye-Buster Team,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1564,1060,Π,5,Win,5,0,3,5.0,St. Louis University A,Illinois State University A,False,False,False,False,,Dylan McCloskey,Witness,18,∆,Roma Shah Bye-Buster Team,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1564,1060,Π,1,Win,5,0,3,5.0,St. Louis University A,Illinois State University A,False,False,False,False,,Dylan McCloskey,Witness,18,∆,Roma Shah Bye-Buster Team,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1564,1457,Δ,21,Win,5,0,3,5.0,St. Louis University A,Western Illinois University A,False,False,False,False,,Dylan McCloskey,Witness,18,∆,Roma Shah Bye-Buster Team,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1564,1457,Δ,10,Win,5,0,3,5.0,St. Louis University A,Western Illinois University A,False,False,False,False,,Dylan McCloskey,Witness,18,∆,Roma Shah Bye-Buster Team,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1564,1801,Π,-3,Loss,5,0,3,5.0,St. Louis University A,Bye Bust Team,False,False,False,False,,Dylan McCloskey,Witness,18,∆,Roma Shah Bye-Buster Team,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1564,1801,Π,2,Win,5,0,3,5.0,St. Louis University A,Bye Bust Team,False,False,False,False,,Dylan McCloskey,Witness,18,∆,Roma Shah Bye-Buster Team,Attorney,17,∆,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1565,1608,Π,13,Win,2,0,6,2.0,St. Louis University B,Culver-Stockton College B,False,False,False,False,,Madison Zimmerman,Witness,17,∏,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1565,1608,Π,10,Win,2,0,6,2.0,St. Louis University B,Culver-Stockton College B,False,False,False,False,,Madison Zimmerman,Witness,17,∏,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1565,1238,Δ,-21,Loss,2,0,6,2.0,St. Louis University B,Indiana University A,False,False,False,False,,Madison Zimmerman,Witness,17,∏,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1565,1238,Δ,-18,Loss,2,0,6,2.0,St. Louis University B,Indiana University A,False,False,False,False,,Madison Zimmerman,Witness,17,∏,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1565,1147,Π,-6,Loss,2,0,6,2.0,St. Louis University B,Northern Illinois University B,False,False,False,False,,Madison Zimmerman,Witness,17,∏,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1565,1147,Π,-7,Loss,2,0,6,2.0,St. Louis University B,Northern Illinois University B,False,False,False,False,,Madison Zimmerman,Witness,17,∏,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1565,1239,Δ,-12,Loss,2,0,6,2.0,St. Louis University B,Indiana University B,False,False,False,False,,Madison Zimmerman,Witness,17,∏,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1565,1239,Δ,-16,Loss,2,0,6,2.0,St. Louis University B,Indiana University B,False,False,False,False,,Madison Zimmerman,Witness,17,∏,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1566,1027,Δ,27,Win,7,0,1,7.0,University of Cincinnati A,Quincy University B,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1566,1027,Δ,17,Win,7,0,1,7.0,University of Cincinnati A,Quincy University B,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1566,1450,Π,11,Win,7,0,1,7.0,University of Cincinnati A,"University of Wisconsin, Madison A",False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1566,1450,Π,8,Win,7,0,1,7.0,University of Cincinnati A,"University of Wisconsin, Madison A",False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1566,1619,Π,-1,Loss,7,0,1,7.0,University of Cincinnati A,University of Chicago D,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1566,1619,Π,7,Win,7,0,1,7.0,University of Cincinnati A,University of Chicago D,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1566,1696,Δ,5,Win,7,0,1,7.0,University of Cincinnati A,Washington University in St. Louis C,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1566,1696,Δ,7,Win,7,0,1,7.0,University of Cincinnati A,Washington University in St. Louis C,False,False,False,False,,Hannah Timta,Witness,18,∏,Casmir Thornberry,Witness,17,∏,Cerise Siamof,Attorney,18,∆,Kaitlyn Harper,Attorney,17,∏,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1608,1565,Δ,-13,Loss,1,0,7,1.0,Culver-Stockton College B,St. Louis University B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1608,1565,Δ,-10,Loss,1,0,7,1.0,Culver-Stockton College B,St. Louis University B,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1608,1457,Π,-10,Loss,1,0,7,1.0,Culver-Stockton College B,Western Illinois University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1608,1457,Π,-3,Loss,1,0,7,1.0,Culver-Stockton College B,Western Illinois University A,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1608,1801,Δ,-12,Loss,1,0,7,1.0,Culver-Stockton College B,Bye Bust Team,False,False,False,False,,,,,,,,,,,,,,,,,,"St. Louis, Missouri Regional Tournament",St. Louis University in the St. Louis School of Law,,"February 09, 2019","February 10, 2019",Matthew Eslick,Frank Guliuzza,8th place after round 3: 3.5 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
