RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,host,location,level,year,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1,tab_note_2
1,1262,Π,-10,1068,Loss,2,0,6,2.0,8.0,32.0,-65,7,College of Saint Rose A,College of Saint Rose A,False,False,False,True,29,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1262,Π,-23,1068,Loss,2,0,6,2.0,8.0,32.0,-65,7,College of Saint Rose A,College of Saint Rose A,False,False,False,True,29,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1209,Δ,6,1068,Win,2,0,6,2.0,8.0,32.0,-65,7,College of Saint Rose A,College of Saint Rose A,False,False,False,True,29,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1209,Δ,9,1068,Win,2,0,6,2.0,8.0,32.0,-65,7,College of Saint Rose A,College of Saint Rose A,False,False,False,True,29,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1098,Δ,-2,1068,Loss,2,0,6,2.0,8.0,32.0,-65,7,College of Saint Rose A,College of Saint Rose A,False,False,False,True,29,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1098,Δ,-18,1068,Loss,2,0,6,2.0,8.0,32.0,-65,7,College of Saint Rose A,College of Saint Rose A,False,False,False,True,29,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1490,Π,-10,1068,Loss,2,0,6,2.0,8.0,32.0,-65,7,College of Saint Rose A,College of Saint Rose A,False,False,False,True,29,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1490,Π,-17,1068,Loss,2,0,6,2.0,8.0,32.0,-65,7,College of Saint Rose A,College of Saint Rose A,False,False,False,True,29,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1098,Δ,-5,1069,Loss,2,0,6,2.0,8.0,32.0,-29,6,College of Saint Rose B,College of Saint Rose B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1098,Δ,-3,1069,Loss,2,0,6,2.0,8.0,32.0,-29,6,College of Saint Rose B,College of Saint Rose B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1202,Π,23,1069,Win,2,0,6,2.0,8.0,32.0,-29,6,College of Saint Rose B,College of Saint Rose B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1202,Π,5,1069,Win,2,0,6,2.0,8.0,32.0,-29,6,College of Saint Rose B,College of Saint Rose B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1558,Δ,-10,1069,Loss,2,0,6,2.0,8.0,32.0,-29,6,College of Saint Rose B,College of Saint Rose B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1558,Δ,-20,1069,Loss,2,0,6,2.0,8.0,32.0,-29,6,College of Saint Rose B,College of Saint Rose B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1624,Π,-5,1069,Loss,2,0,6,2.0,8.0,32.0,-29,6,College of Saint Rose B,College of Saint Rose B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1624,Π,-14,1069,Loss,2,0,6,2.0,8.0,32.0,-29,6,College of Saint Rose B,College of Saint Rose B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1480,Π,-11,1089,Loss,2,0,6,2.0,8.0,32.0,-108,24,Lasell College A,Lasell College A,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1480,Π,-21,1089,Loss,2,0,6,2.0,8.0,32.0,-108,24,Lasell College A,Lasell College A,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1491,Δ,-40,1089,Loss,2,0,6,2.0,8.0,32.0,-108,24,Lasell College A,Lasell College A,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1491,Δ,-24,1089,Loss,2,0,6,2.0,8.0,32.0,-108,24,Lasell College A,Lasell College A,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1202,Π,-15,1089,Loss,2,0,6,2.0,8.0,32.0,-108,24,Lasell College A,Lasell College A,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1202,Π,3,1089,Win,2,0,6,2.0,8.0,32.0,-108,24,Lasell College A,Lasell College A,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1598,Δ,1,1089,Win,2,0,6,2.0,8.0,32.0,-108,24,Lasell College A,Lasell College A,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1598,Δ,-1,1089,Loss,2,0,6,2.0,8.0,32.0,-108,24,Lasell College A,Lasell College A,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1069,Π,5,1098,Win,4,0,4,4.0,16.0,64.0,-15,11,Iona College A,Iona College A,False,False,False,False,,Nick Maxwell,Witness,17,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1069,Π,3,1098,Win,4,0,4,4.0,16.0,64.0,-15,11,Iona College A,Iona College A,False,False,False,False,,Nick Maxwell,Witness,17,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1540,Δ,-8,1098,Loss,4,0,4,4.0,16.0,64.0,-15,11,Iona College A,Iona College A,False,False,False,False,,Nick Maxwell,Witness,17,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1540,Δ,-7,1098,Loss,4,0,4,4.0,16.0,64.0,-15,11,Iona College A,Iona College A,False,False,False,False,,Nick Maxwell,Witness,17,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1068,Π,2,1098,Win,4,0,4,4.0,16.0,64.0,-15,11,Iona College A,Iona College A,False,False,False,False,,Nick Maxwell,Witness,17,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1068,Π,18,1098,Win,4,0,4,4.0,16.0,64.0,-15,11,Iona College A,Iona College A,False,False,False,False,,Nick Maxwell,Witness,17,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1557,Δ,-12,1098,Loss,4,0,4,4.0,16.0,64.0,-15,11,Iona College A,Iona College A,False,False,False,False,,Nick Maxwell,Witness,17,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1557,Δ,-16,1098,Loss,4,0,4,4.0,16.0,64.0,-15,11,Iona College A,Iona College A,False,False,False,False,,Nick Maxwell,Witness,17,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1384,Δ,16,1195,Win,5,0,3,5.0,13.0,45.0,29,22,Wellesley College A,Wellesley College A,False,False,True,False,29,Elly Zaft,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1384,Δ,4,1195,Win,5,0,3,5.0,13.0,45.0,29,22,Wellesley College A,Wellesley College A,False,False,True,False,29,Elly Zaft,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1598,Π,24,1195,Win,5,0,3,5.0,13.0,45.0,29,22,Wellesley College A,Wellesley College A,False,False,True,False,29,Elly Zaft,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1598,Π,15,1195,Win,5,0,3,5.0,13.0,45.0,29,22,Wellesley College A,Wellesley College A,False,False,True,False,29,Elly Zaft,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1490,Δ,-13,1195,Loss,5,0,3,5.0,13.0,45.0,29,22,Wellesley College A,Wellesley College A,False,False,True,False,29,Elly Zaft,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1490,Δ,-2,1195,Loss,5,0,3,5.0,13.0,45.0,29,22,Wellesley College A,Wellesley College A,False,False,True,False,29,Elly Zaft,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1540,Π,-18,1195,Loss,5,0,3,5.0,13.0,45.0,29,22,Wellesley College A,Wellesley College A,False,False,True,False,29,Elly Zaft,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1540,Π,3,1195,Win,5,0,3,5.0,13.0,45.0,29,22,Wellesley College A,Wellesley College A,False,False,True,False,29,Elly Zaft,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1557,Π,-12,1196,Loss,4,0,4,4.0,16.0,64.0,-6,21,Wellesley College B,Wellesley College B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1557,Π,-23,1196,Loss,4,0,4,4.0,16.0,64.0,-6,21,Wellesley College B,Wellesley College B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1597,Δ,-11,1196,Loss,4,0,4,4.0,16.0,64.0,-6,21,Wellesley College B,Wellesley College B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1597,Δ,-30,1196,Loss,4,0,4,4.0,16.0,64.0,-6,21,Wellesley College B,Wellesley College B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1210,Π,7,1196,Win,4,0,4,4.0,16.0,64.0,-6,21,Wellesley College B,Wellesley College B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1210,Π,3,1196,Win,4,0,4,4.0,16.0,64.0,-6,21,Wellesley College B,Wellesley College B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1600,Δ,43,1196,Win,4,0,4,4.0,16.0,64.0,-6,21,Wellesley College B,Wellesley College B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1600,Δ,17,1196,Win,4,0,4,4.0,16.0,64.0,-6,21,Wellesley College B,Wellesley College B,False,False,False,False,,,,,,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1597,Π,6,1201,Win,4,0,4,4.0,14.0,54.0,-4,10,Brandeis University A,Brandeis University A,False,False,False,False,,Nathaniel Liberman,Attorney,19,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1597,Π,-2,1201,Loss,4,0,4,4.0,14.0,54.0,-4,10,Brandeis University A,Brandeis University A,False,False,False,False,,Nathaniel Liberman,Attorney,19,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1557,Δ,-31,1201,Loss,4,0,4,4.0,14.0,54.0,-4,10,Brandeis University A,Brandeis University A,False,False,False,False,,Nathaniel Liberman,Attorney,19,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1557,Δ,-6,1201,Loss,4,0,4,4.0,14.0,54.0,-4,10,Brandeis University A,Brandeis University A,False,False,False,False,,Nathaniel Liberman,Attorney,19,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1209,Δ,21,1201,Win,4,0,4,4.0,14.0,54.0,-4,10,Brandeis University A,Brandeis University A,False,False,False,False,,Nathaniel Liberman,Attorney,19,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1209,Δ,9,1201,Win,4,0,4,4.0,14.0,54.0,-4,10,Brandeis University A,Brandeis University A,False,False,False,False,,Nathaniel Liberman,Attorney,19,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1401,Π,-8,1201,Loss,4,0,4,4.0,14.0,54.0,-4,10,Brandeis University A,Brandeis University A,False,False,False,False,,Nathaniel Liberman,Attorney,19,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1401,Π,7,1201,Win,4,0,4,4.0,14.0,54.0,-4,10,Brandeis University A,Brandeis University A,False,False,False,False,,Nathaniel Liberman,Attorney,19,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1540,Π,-31,1202,Loss,1,0,7,1.0,11.0,51.0,-86,16,Brandeis University B,Brandeis University B,False,False,False,False,,Zoë Fisher,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1540,Π,-28,1202,Loss,1,0,7,1.0,11.0,51.0,-86,16,Brandeis University B,Brandeis University B,False,False,False,False,,Zoë Fisher,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1069,Δ,-23,1202,Loss,1,0,7,1.0,11.0,51.0,-86,16,Brandeis University B,Brandeis University B,False,False,False,False,,Zoë Fisher,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
2,1069,Δ,-5,1202,Loss,1,0,7,1.0,11.0,51.0,-86,16,Brandeis University B,Brandeis University B,False,False,False,False,,Zoë Fisher,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1089,Δ,15,1202,Win,1,0,7,1.0,11.0,51.0,-86,16,Brandeis University B,Brandeis University B,False,False,False,False,,Zoë Fisher,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
3,1089,Δ,-3,1202,Loss,1,0,7,1.0,11.0,51.0,-86,16,Brandeis University B,Brandeis University B,False,False,False,False,,Zoë Fisher,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1209,Π,-10,1202,Loss,1,0,7,1.0,11.0,51.0,-86,16,Brandeis University B,Brandeis University B,False,False,False,False,,Zoë Fisher,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
4,1209,Π,-1,1202,Loss,1,0,7,1.0,11.0,51.0,-86,16,Brandeis University B,Brandeis University B,False,False,False,False,,Zoë Fisher,Witness,16,∏,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
1,1600,Δ,-10,1209,Loss,3,0,5,3.0,13.0,53.0,-23,14,College of the Holy Cross A,College of the Holy Cross A,False,False,False,False,,Jonathan Saloman,Witness,16,∆,,,,,,,,,,,,,"New Rochelle, New York Regional Tournament",Iona College,"New Rochelle, New York",regionals,2019,Brandon Harper,Kelly Rodgers,9th place after round 3: 4 Wins,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Tails - Left Side is Defense
