Team #,Wins,Losses,Ties,CS,OCS,PD
1023,3,5,0,23,60,-10
1042,5,3,0,14.5,67,+28
1053,5,3,0,15.5,60.5,+32
1054,8,0,0,13.5,73.5,+94
1072,4,3,1,16.5,61.5,-18
1081,3,5,0,18,67,-37
1082,1,7,0,14.5,58,-55
1164,2,5,1,13.5,63.5,-17
1185,7,1,0,14.5,77,+47
1187,3,4,1,18,58.5,-30
1191,3,4,1,16.5,55,-30
1195,5,3,0,15.5,65,+37
1196,3,5,0,18.5,57,-28
1197,3,5,0,20,55.5,-28
1222,3,5,0,16,62,+27
1228,3,5,0,25,54.5,+11
1230,2,6,0,15,61,-80
1269,5,3,0,13.5,73,+1
1309,2,5,1,14,59.5,-28
1310,0,8,0,14.5,63,-78
1314,4,3,1,13.5,67,+24
1389,6,2,0,12.5,73,+52
1478,6,2,0,14,67,+36
1491,7,1,0,14,77,+50
