Team #,Wins,Losses,Ties,CS,OCS,PD
1001,4,3,1,12,78,+37
1002,3,5,0,20,61,0
1021,7,1,0,13.5,83,+27
1022,3,5,0,15.5,61.5,-2
1032,4,4,0,18.5,61,-4
1044,3,5,0,18.5,50.5,-45
1060,3,2,3,23.5,52.5,-2
1061,3,5,0,21.5,52.5,-6
1077,5,3,0,16,64,+36
1089,6,1,1,13.5,77.5,+32
1141,1,6,1,11,67.5,-38
1156,1,6,1,19,51.5,-18
1166,3,5,0,18,65,-12
1212,5,2,1,12.5,75,+10
1213,8,0,0,10.5,76,+66
1294,3,4,1,8.5,59,-18
1297,3,5,0,16.5,62.5,-34
1373,3,5,0,22,53.5,-13
1387,4,4,0,17.5,65,-10
1419,6,1,1,14.5,84.5,+47
1425,6,2,0,15,68.5,+40
1499,3,4,1,18.5,54.5,-3
1554,3,5,0,14,61,-19
1624,0,7,1,14,51,-71
