RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,division,host,location,start_date,end_date,level,year,amta_rep_0,amta_rep_1
1,1094,Δ,32,1194,Win,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1094,Δ,18,1194,Win,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1040,Π,2,1194,Win,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1040,Π,1,1194,Win,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1040,Π,11,1194,Win,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1132,Π,-43,1194,Loss,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1132,Π,-19,1194,Loss,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1132,Π,-11,1194,Loss,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1190,Δ,-4,1194,Loss,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1190,Δ,6,1194,Win,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1190,Δ,9,1194,Win,8,0,4,8.0,25.5,90.0,9,7,University of Washington,University of Washington,False,False,False,False,,Allison Durkin,Witness,22,Δ,Gabriel J. Lazarus,Attorney,25,Π,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1053,Π,17,1200,Win,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1053,Π,-12,1200,Loss,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1053,Π,0,1200,Tie,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1157,Δ,-3,1200,Loss,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1157,Δ,5,1200,Win,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1157,Δ,1,1200,Win,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1456,Π,12,1200,Win,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1456,Π,6,1200,Win,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1456,Π,9,1200,Win,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1132,Δ,-21,1200,Loss,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1132,Δ,-1,1200,Loss,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1132,Δ,-11,1200,Loss,6,1,5,6.5,27.0,101.5,2,18,Rhodes College,Rhodes College,False,False,False,False,,Shannon Cherney,Attorney,27,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1355,Π,13,1205,Win,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1355,Π,-6,1205,Loss,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1355,Π,19,1205,Win,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1190,Δ,-2,1205,Loss,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1190,Δ,4,1205,Win,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1190,Δ,2,1205,Win,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1061,Δ,-12,1205,Loss,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1061,Δ,5,1205,Win,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1061,Δ,6,1205,Win,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1038,Π,4,1205,Win,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1038,Π,-5,1205,Loss,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1038,Π,-11,1205,Loss,7,0,5,7.0,25.5,94.0,17,1,Tufts University,Tufts University,False,False,False,False,,Gavin Reagins,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1190,Π,-2,1209,Loss,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1190,Π,-8,1209,Loss,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1190,Π,-5,1209,Loss,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1355,Δ,18,1209,Win,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1355,Δ,-20,1209,Loss,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1355,Δ,-8,1209,Loss,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1515,Π,5,1209,Win,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1515,Π,-4,1209,Loss,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1515,Π,3,1209,Win,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1094,Δ,-29,1209,Loss,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1094,Δ,4,1209,Win,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1094,Δ,-5,1209,Loss,4,0,8,4.0,24.0,87.0,-51,23,Dickinson College,Dickinson College,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1063,Δ,-12,1243,Loss,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1063,Δ,3,1243,Win,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1063,Δ,-6,1243,Loss,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1535,Π,17,1243,Win,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1535,Π,-2,1243,Loss,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1535,Π,-4,1243,Loss,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1053,Π,1,1243,Win,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1053,Π,10,1243,Win,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1053,Π,6,1243,Win,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1030,Δ,13,1243,Win,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1030,Δ,-2,1243,Loss,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1030,Δ,4,1243,Win,7,0,5,7.0,25.5,107.5,28,12,Furman University,Furman University,False,False,False,False,,Eleanor Runde,Witness,25,Δ,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1132,Π,-18,1347,Loss,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1132,Π,-7,1347,Loss,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1132,Π,-13,1347,Loss,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1103,Δ,3,1347,Win,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1103,Δ,12,1347,Win,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1103,Δ,2,1347,Win,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1366,Π,3,1347,Win,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1366,Π,-4,1347,Loss,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
3,1366,Π,-1,1347,Loss,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1535,Δ,-11,1347,Loss,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1535,Δ,1,1347,Win,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
4,1535,Δ,6,1347,Win,6,0,6,6.0,19.5,88.5,-27,21,Princeton University,Princeton University,False,False,False,False,,Katie Pontes,Witness,22,Π,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1205,Δ,-13,1355,Loss,6,0,6,6.0,23.0,109.0,-7,8,Ohio State University,Ohio State University,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1205,Δ,6,1355,Win,6,0,6,6.0,23.0,109.0,-7,8,Ohio State University,Ohio State University,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
1,1205,Δ,-19,1355,Loss,6,0,6,6.0,23.0,109.0,-7,8,Ohio State University,Ohio State University,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1209,Π,-18,1355,Loss,6,0,6,6.0,23.0,109.0,-7,8,Ohio State University,Ohio State University,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
2,1209,Π,20,1355,Win,6,0,6,6.0,23.0,109.0,-7,8,Ohio State University,Ohio State University,False,False,False,False,,,,,,,,,,,,,,,,,,Page 1 of 4,The Katherine E. Pridemore Division,the University of Cincinnati,"Cincinnati, Ohio","April 17, 2015","April 19, 2015",nationals,2015,Jacelyn	Olson,William	Warihay
