Team #,Wins,Losses,Ties,CS,OCS,PD
1005,2,5,1,22,53.5,-18
1006,3,5,0,16.5,48,-14
1020,1,6,1,24.5,50.5,-36
1021,1,6,1,14.5,65,-104
1035,7,1,0,14.5,78,+63
1036,6,2,0,15,80.5,+66
1073,4,4,0,16,65,+41
1074,5,3,0,11,70,+43
1134,6,2,0,17.5,66.5,+70
1136,7,1,0,11,76.5,+27
1153,5,2,1,12,69.5,+31
1154,1,7,0,16.5,51.5,-76
1160,7,1,0,20,62,+50
1162,4,4,0,13,57.5,+28
1349,4,4,0,12,69,+45
1385,5,3,0,14.5,70.5,+50
1432,5,3,0,17.5,70,+23
1433,3,5,0,20.5,61,-38
1457,4,4,0,16.5,52.5,-10
1458,2,6,0,19,53.5,-29
1469,5,1,2,9,82,+23
1471,2,5,1,19.5,55,-67
1543,0,8,0,16,62,-133
1544,3,4,1,15.5,66.5,-35
