Team #,Wins,Losses,Ties,CS,OCS,PD
1010,4,3,1,15.5,65,-44
1011,3,5,0,16,60.5,-10
1050,4,4,0,16,56,+47
1054,3,5,0,17,58,+41
1142,7,1,0,20,63.5,+43
1163,5,3,0,15.5,64,+36
1171,2,6,0,19,64,-43
1173,5,3,0,18,69.5,+8
1180,4,3,1,16.5,65,+67
1181,2,6,0,19.5,59.5,-30
1192,4,4,0,17,67,+28
1193,5,3,0,20.5,66.5,+11
1238,2,6,0,13.5,63.5,-77
1316,2,6,0,17,60,-120
1317,3,5,0,12,62,+7
1319,4,4,0,19,66.5,+2
1328,7,1,0,14.5,68.5,+111
1375,4,4,0,14,71.5,+21
1407,8,0,0,14,70,+75
1408,3,5,0,15,59.5,-44
1418,5,3,0,18,67,+51
1419,6,2,0,16,66,+75
1497,7,1,0,13,72,+47
1520,2,6,0,14.5,64,-3
1650,2,6,0,13,57,-89
1652,0,8,0,12,58,-210
