Team #,Wins,Losses,Ties,CS,OCS,PD
1106,6,2,0,22,62,+17
1107,3,4,1,16.5,59,-24
1118,8,0,0,12.5,80.5,+92
1119,5,2,1,12,67.5,+37
1122,4,4,0,16.5,68.5,+6
1123,6,2,0,12.5,77.5,+11
1257,6,2,0,18.5,66,+47
1290,2,5,1,22.5,52,+1
1305,4,2,2,15,68,+42
1306,2,6,0,9,65,-54
1331,4,4,0,11.5,76,0
1366,4,2,2,20.5,62.5,+3
1367,4,3,1,15.5,76,-3
1376,2,6,0,16,56,-49
1400,2,5,1,18,60.5,-51
1403,2,6,0,16.5,54,-24
1406,2,6,0,16.5,48.5,-18
1509,3,5,0,12.5,56,-12
1530,2,6,0,20,50.5,-35
1574,3,5,0,14,60.5,-45
1578,5,2,1,17.5,77,+43
1579,4,4,0,16.5,64.5,+16
