Team #,Wins,Losses,Ties,CS,OCS,PD
1027,3,5,0,16,65,-19
1090,4,4,0,20,61,0
1091,2,6,0,19.5,57.5,-51
1101,4,3,1,13.5,73,+27
1175,3,5,0,19.5,65,-26
1213,2,6,0,21.5,59,-41
1214,2,6,0,19,53.5,-29
1227,5,3,0,15,64.5,+72
1228,5,3,0,18,63,+28
1236,5,3,0,18,65,+31
1237,2,6,0,13,58.5,-28
1309,4,4,0,18.5,64,-18
1329,8,0,0,13,76.5,+82
1346,0,8,0,11,61,-198
1398,6,2,0,17,64,+92
1399,3,4,1,14.5,67,-16
1472,7,1,0,14,76.5,+31
1473,7,1,0,12,73,+58
1555,5,3,0,12.5,64.5,+26
1591,5,3,0,13,71,+8
1625,4,4,0,20.5,59,-3
1626,3,5,0,17,58.5,+19
1634,4,4,0,14,63,+12
1638,2,6,0,14,53,-57
