Team #,Wins,Losses,Ties,CS,OCS,PD
1044,3,5,0,11.5,58,+23
1144,4,4,0,17.5,60,+25
1145,4,4,0,16,60.5,-5
1219,6,2,0,15.5,73.5,+47
1220,3,5,0,19.5,66.5,-45
1307,2,6,0,13,58.5,-43
1323,3,5,0,18,55,+44
1324,3,5,0,18,53.5,-78
1370,6,1,1,13.5,80.5,+40
1371,4,4,0,13.5,68.5,-11
1381,3,4,1,16.5,69,+12
1382,2,5,1,9.5,55,-9
1393,7,1,0,20,74.5,+22
1394,2,5,1,24.5,56,-36
1396,4,4,0,14,58,+34
1441,6,2,0,19.5,66,+55
1454,2,6,0,17,62.5,-49
1515,5,3,0,20,65.5,+35
1575,0,8,0,11.5,54.5,-225
1580,8,0,0,13.5,74,+100
1607,6,1,1,15.5,73.5,+100
1622,2,5,1,14.5,65,-36
