Team #,Wins,Losses,Ties,CS,OCS,PD
1001,6,1,1,13,86.5,+65
1002,3,3,2,16,60,-24
1096,4,4,0,8.5,76,0
1201,7,1,0,15.5,76.5,+61
1202,3,5,0,23,52.5,-1
1211,4,3,1,14.5,68,-5
1233,3,5,0,21,51,+34
1234,3,5,0,16,60,-37
1253,4,3,1,16,70,+31
1254,3,5,0,24,47,-23
1267,4,3,1,12,72.5,-17
1268,2,6,0,16.5,48,-25
1413,3,4,1,21.5,51.5,+24
1455,2,6,0,19.5,44.5,-36
1464,5,2,1,23.5,54,+60
1465,7,0,1,14,81.5,+72
1557,2,6,0,13.5,58,-46
1565,6,2,0,11.5,85,+52
1566,4,4,0,12,68,-5
1583,5,2,1,16.5,61,+84
1584,6,2,0,13.5,81,+32
1585,0,8,0,16.5,60.5,-146
1642,3,4,1,10,78,-77
1651,1,6,1,16,45,-73
