Team #,Wins,Losses,Ties,CS,OCS,PD
1007,7,1,0,19,70,+70
1008,8,0,0,8.5,83.5,+148
1025,4,4,0,17,63.5,+9
1026,1,5,2,20,59.5,-51
1065,3,4,1,19,64,-13
1176,6,1,1,13,72,+68
1177,6,2,0,17.5,72.5,+47
1182,5,3,0,14.5,69,+6
1183,2,6,0,17,50.5,-36
1207,6,2,0,12,76.5,+79
1208,4,3,1,20.5,46,+26
1225,1,7,0,22,42,-118
1304,1,7,0,19,51.5,-139
1451,5,3,0,18.5,66,+33
1480,3,3,2,11,75.5,+41
1483,2,6,0,22,52,-52
1529,2,6,0,13.5,68.5,-89
1613,2,5,1,14.5,60,+40
1654,1,7,0,12.5,67.5,-175
1787,7,1,0,9,70,+106
