Team #,Wins,Losses,Ties,CS,OCS,PD
1009,6,2,0,17.5,63.5,+70
1017,5,3,0,17.5,65.5,+48
1018,4,4,0,15,63.5,-11
1081,3,5,0,20.5,56,-21
1113,7,1,0,15,67.5,+84
1114,4,3,1,18,77,+6
1132,7,1,0,17,64,+150
1137,2,6,0,15,57.5,-105
1223,7,1,0,15.5,72.5,+54
1224,5,2,1,18,68,+54
1240,3,4,1,19,62,-47
1251,2,6,0,20.5,59.5,-59
1263,1,7,0,13,56,-70
1264,4,3,1,15.5,68,+11
1265,2,5,1,11.5,68.5,-62
1274,3,5,0,13.5,69,-9
1283,3,5,0,15,54,-90
1327,3,5,0,8,59,+7
1388,7,0,1,16.5,82.5,+75
1389,4,4,0,20,61.5,+24
1411,7,0,1,16,75,+104
1481,0,7,1,15.5,50,-64
1521,4,4,0,14.5,64,+19
1522,3,5,0,17,64,-58
1545,4,4,0,10,64.5,-4
1595,0,8,0,16,48.5,-83
1614,4,2,2,21.5,67.5,+36
1628,3,5,0,22.5,60,-65
1646,3,5,0,15.5,65.5,-7
1787,5,3,0,10,66,+13
