Team #,Wins,Losses,Ties,CS,OCS,PD
1024,4,3,1,20,68.5,-4
1029,7,1,0,12.5,72,+102
1030,5,3,0,16,70,+51
1033,4,4,0,12,64.5,+3
1079,4,4,0,15,65.5,+35
1080,3,5,0,18.5,66.5,-61
1082,4,4,0,17.5,64,+4
1083,1,6,1,14.5,57.5,-78
1104,6,2,0,15,64.5,+35
1149,4,3,1,16.5,61.5,+4
1239,4,4,0,17,60,+25
1246,6,2,0,17.5,68.5,+95
1247,5,3,0,15.5,64.5,+35
1252,2,6,0,19,58.5,-59
1288,5,3,0,13.5,63.5,+33
1335,0,7,1,16.5,59.5,-120
1361,4,4,0,19,56,-39
1368,3,5,0,15.5,67.5,-20
1548,6,1,1,16,69.5,+58
1549,5,2,1,18.5,64.5,+24
1568,2,6,0,14,60,-58
1787,1,7,0,12.5,61.5,-65
