Team #,Wins,Losses,Ties,CS,OCS,PD
1027,5,1,2,19,71,+45
1028,6,2,0,17,68,+58
1049,4,4,0,16.5,64,+24
1050,2,6,0,21,47.5,-53
1133,3,2,3,21,66.5,+15
1134,2,6,0,15,69,-24
1206,2,6,0,15,54,-183
1302,4,4,0,12,67.5,-11
1303,4,4,0,14,67.5,-10
1304,2,6,0,14,51.5,-112
1323,2,6,0,11,56.5,-53
1351,0,8,0,8,61,-208
1458,4,4,0,19.5,59,-9
1459,1,7,0,15.5,59,-67
1463,5,2,1,17,73.5,+65
1480,6,0,2,12.5,79,+215
1482,4,4,0,18.5,61,+32
1485,5,3,0,18,73,-1
1487,6,2,0,19.5,61,+25
1488,6,2,0,12,75.5,+67
1517,3,5,0,16,53,-3
1542,4,4,0,15,65.5,+34
1571,8,0,0,15,76,+128
1573,4,4,0,22,56.5,+26
