Team #,Wins,Losses,Ties,CS,OCS,PD
1037,8,0,0,14.5,80,+55
1046,7,1,0,18,62.5,+92
1076,3,4,1,16.5,55.5,+7
1093,6,2,0,19,60,+95
1098,3,5,0,21,58,+29
1171,5,3,0,13.5,66.5,+21
1172,3,5,0,14,61,-2
1202,3,4,1,19.5,57.5,-45
1203,3,5,0,13,55.5,-10
1226,4,4,0,22,59.5,+2
1227,2,6,0,9.5,56.5,-28
1275,7,1,0,17,72.5,+32
1276,5,2,1,15.5,74.5,+36
1291,7,1,0,12,79.5,+81
1292,4,4,0,15,67.5,-1
1360,3,5,0,18,68.5,-15
1361,3,5,0,13.5,59,-43
1365,0,8,0,13,50,-138
1432,3,5,0,17,67.5,-26
1438,5,3,0,13.5,73.5,+21
1494,2,5,1,16.5,63.5,-39
1503,3,5,0,15.5,64.5,-13
1614,3,5,0,13.5,67.5,-38
1641,2,6,0,23.5,55.5,-73
