Team #,Wins,Losses,Ties,CS,OCS,PD
1001,6,2,0,20,60.5,+79
1002,6,2,0,16.5,63,+68
1062,7,1,0,13,80,+102
1110,1,6,1,18.5,53.5,-61
1120,5,3,0,16.5,76,+2
1141,6,2,0,15.5,69.5,+61
1142,2,6,0,18,49.5,-82
1183,4,4,0,19,57,+8
1237,1,7,0,21.5,56,-65
1238,2,5,1,17.5,63.5,-20
1286,4,4,0,18.5,67.5,-20
1306,2,6,0,12.5,64,-117
1387,5,2,1,8.5,78,+36
1388,3,5,0,19,48.5,-60
1403,2,6,0,23,42.5,+2
1474,3,4,1,17.5,56,+57
1475,3,5,0,14,66.5,-18
1497,2,6,0,14,62,-64
1498,2,6,0,7,76,-82
1499,7,1,0,12.5,75.5,+105
1500,4,4,0,18,69.5,-32
1510,0,8,0,16,48,-168
1550,3,5,0,16.5,65.5,-32
1554,6,2,0,13,75,+55
1555,3,5,0,21.5,50,-57
1596,8,0,0,18,68.5,+92
1597,8,0,0,9.5,75,+138
1624,7,1,0,12,73.5,+105
1625,3,5,0,18,65,-30
1649,3,5,0,15,65,-2
