Team #,Wins,Losses,Ties,CS,OCS,PD
1107,6,2,0,16,68.5,+81
1254,4,3,1,19,60.5,+27
1255,4,4,0,19,61.5,-25
1326,5,2,1,18,73,+57
1330,7,1,0,17.5,69.5,+95
1337,2,6,0,10.5,55.5,-116
1378,5,2,1,16,69.5,+15
1379,3,4,1,15,69,-5
1413,7,0,1,18,70,+43
1415,4,3,1,17,63.5,+43
1418,0,8,0,18,51,-307
1435,2,6,0,14,67.5,-30
1450,3,4,1,21,63,-4
1451,2,5,1,15.5,59.5,+13
1452,0,8,0,16,54.5,-139
1535,6,2,0,19,61.5,+107
1536,4,4,0,15.5,64.5,+12
1589,2,6,0,17.5,63,-62
1592,2,6,0,12.5,62.5,-59
1602,4,4,0,12.5,73,+92
1621,4,4,0,17,60.5,+9
1638,6,1,1,13.5,68.5,+92
1645,3,4,1,16,66.5,-68
1787,6,2,0,10,60,+129
