RoundNum,TeamNum,OppNum,Side,PD,BallotResult,TotalWins,TotalTies,TotalLosses,TotalBallots,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,name,host,location,start_date,end_date,bid_start_date,bid_end_date,bid_location,amta_rep_0,amta_rep_1,tab_note_0
3,1670,1653,Π,-3,Loss,6,0,2,6.0,University of Oregon C,University of Portland B,False,False,False,False,,Jacque Nelson,Attorney,18,D,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
4,1670,1510,Δ,5,Win,6,0,2,6.0,University of Oregon C,Washington State University A,False,False,False,False,,Jacque Nelson,Attorney,18,D,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
4,1670,1510,Δ,8,Win,6,0,2,6.0,University of Oregon C,Washington State University A,False,False,False,False,,Jacque Nelson,Attorney,18,D,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
1,1787,1584,Δ,7,Win,5,2,1,6.0,Bye Bust Team,University of Idaho A,False,False,False,False,,,,,,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
1,1787,1584,Δ,10,Win,5,2,1,6.0,Bye Bust Team,University of Idaho A,False,False,False,False,,,,,,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
2,1787,1454,Π,9,Win,5,2,1,6.0,Bye Bust Team,University of Redlands B,False,False,False,False,,,,,,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
2,1787,1454,Π,-6,Loss,5,2,1,6.0,Bye Bust Team,University of Redlands B,False,False,False,False,,,,,,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
3,1787,1434,Δ,1,Win,5,2,1,6.0,Bye Bust Team,Eastern Washington University A,False,False,False,False,,,,,,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
3,1787,1434,Δ,1,Win,5,2,1,6.0,Bye Bust Team,Eastern Washington University A,False,False,False,False,,,,,,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
4,1787,1787,∆,0,Tie,5,2,1,6.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
4,1787,1787,∆,0,Tie,5,2,1,6.0,Bye Bust Team,Bye Bust Team,False,False,False,False,,,,,,,,,,"Seattle, Washington Regional Tournament","University	of	Washington	in	Seattle,	Washington",,"February 11, 2017","February 12, 2017","March 25, 2017","March 26, 2017","Fresno, California",Justin	Bernstein,Marissa	Oxman,8th	place	after	round	3:	3.5	Wins
