Team #,Wins,Losses,Ties,CS,OCS,PD
1041,4,4,0,17,72,+20
1061,6,2,0,15.5,61,+64
1062,3,4,1,18,65.5,-28
1073,4,3,1,17.5,67.5,+1
1074,2,6,0,15,54.5,-36
1086,0,8,0,14.5,57,-75
1188,4,4,0,11.5,66.5,-5
1232,5,2,1,14,69,+64
1233,6,2,0,14.5,70.5,+57
1258,4,3,1,14,67,+32
1266,3,3,2,16,66,-14
1267,5,3,0,15.5,64.5,-15
1269,2,5,1,15,60.5,-39
1297,5,2,1,19,64,+35
1298,6,2,0,17,66.5,+26
1340,3,4,1,16.5,66,+3
1477,4,4,0,17,63,+28
1488,6,2,0,20,64.5,+42
1489,3,4,1,16.5,60,-11
1508,2,6,0,10.5,60,-53
1549,5,3,0,18,65.5,+14
1635,2,6,0,18,56.5,-93
1638,3,2,3,17.5,69,+3
1675,2,5,1,16,59.5,-20
