Team #,Wins,Losses,Ties,CS,OCS,PD
1016,7,0,1,17.5,66.5,+59
1017,6,2,0,12.5,72.5,+39
1083,4,4,0,18,63.5,+1
1084,2,6,0,13,64.5,-28
1088,1,7,0,12.5,59,-40
1090,2,6,0,19,58,-76
1157,4,4,0,17.5,68.5,-14
1198,3,4,1,13.5,61,-1
1238,5,3,0,17,67.5,-4
1239,3,5,0,19.5,54.5,-32
1252,7,1,0,17,73,+46
1276,3,4,1,16.5,60,-6
1327,3,5,0,17,58,-28
1344,2,5,1,21,55,-32
1348,4,4,0,15.5,58.5,+14
1361,2,6,0,12,63,-47
1373,2,5,1,14,69.5,-6
1389,4,4,0,15,62,-12
1409,5,3,0,17.5,63,+74
1410,4,4,0,17.5,67.5,0
1432,7,1,0,17.5,66.5,+65
1448,5,2,1,11.5,75,+18
1481,2,6,0,14.5,60,-37
1532,6,2,0,17.5,69.5,+47
