Team #,Wins,Losses,Ties,CS,OCS,PD
1012,5,2,1,17.5,71.5,+27
1020,3,4,1,17.5,66.5,-8
1052,3,5,0,15.5,61.5,-5
1053,3,5,0,19,57,-23
1060,1,7,0,14,54,-93
1102,8,0,0,15,67.5,+57
1109,6,2,0,14,63,-26
1110,3,5,0,21,52.5,-18
1132,3,5,0,17.5,69,+28
1135,5,2,1,15,72.5,+17
1180,5,2,1,15,57.5,+4
1181,3,5,0,15.5,63.5,+79
1194,6,2,0,9,62.5,-47
1204,1,5,2,13,79.5,+73
1273,8,0,0,21.5,67,+4
1274,3,5,0,14.5,60,-43
1289,1,6,1,10,79,+19
1320,6,2,0,14,66.5,-19
1321,3,5,0,14.5,71,+40
1334,6,2,0,15,53.5,-18
1335,3,4,1,23,52,-36
1450,2,6,0,18,64.5,-37
1451,2,4,2,20,58.5,-85
