Team #,Wins,Losses,Ties,CS,OCS,PD
1032,3,5,0,12.5,64,-36
1111,6,2,0,15,74.5,+33
1116,4,4,0,16.5,61,-58
1142,3,4,1,17.5,53,+1
1149,6,2,0,18,63.5,+41
1193,1,7,0,17,46.5,-52
1219,3,5,0,16,63.5,-17
1264,2,5,1,22.5,64,-33
1265,3,5,0,9.5,64,-34
1303,5,2,1,15.5,70,+47
1304,4,4,0,15.5,65.5,-11
1354,6,2,0,16,66.5,+19
1414,3,5,0,17,60.5,-19
1497,6,2,0,16,73,+65
1498,7,0,1,13.5,71,+32
1512,7,0,1,15,75,+57
1513,3,5,0,16.5,66.5,+8
1561,1,6,1,17.5,57.5,-37
1562,1,7,0,13,58,-37
1569,3,5,0,23,55.5,-21
1570,3,3,2,13.5,63,+2
1585,5,3,0,19,64.5,+54
1586,1,6,1,19.5,58.5,-49
1590,5,2,1,9,77,+45
