Team #,Team Name
1001,"University of Texas, Dallas"
1002,"University of Texas, Dallas"
1003,"University of Maryland, College Park"
1004,"University of Maryland, College Park"
1005,"University of Maryland, College Park"
1006,"University of Maryland, College Park"
1007,Brown University
1008,Brown University
1009,Brown University
1010,St. Norbert College
1011,St. Norbert College
1012,"University of Nevada, Las Vegas"
1013,"University of Nevada, Las Vegas"
1014,"Fordham University, Lincoln Center"
1015,"Fordham University, Lincoln Center"
1016,Chemeketa Community College
1017,Wellesley College
1018,Wellesley College
1019,University of Richmond
1020,University of Richmond
1021,University of Richmond
1022,Macalester College
1023,Macalester College
1024,Macalester College
1025,St. John's University
1026,St. John's University
1027,Columbia College
1028,Columbia College
1029,Northwestern University
1030,Northwestern University
1031,Northwestern University
1032,Northwestern University
1033,Luther College
1034,Luther College
1035,Washington and Lee University
1036,Washington and Lee University
1037,Coastal Carolina University
1038,University of Virginia
1039,University of Virginia
1040,"University of California, Los Angeles"
1041,"University of California, Los Angeles"
1042,"University of California, Los Angeles"
1043,"University of California, Los Angeles"
1044,"University of California, Los Angeles"
1045,Stevenson University
1046,Elizabethtown College
1047,Elizabethtown College
1048,"University of Alabama, Tuscaloosa"
1049,"University of Alabama, Tuscaloosa"
1050,University of St. Francis
1051,Colgate University
1052,Colgate University
1053,Northwood University
1054,Northwood University
1055,Saint Vincent College
1056,Carleton College
1057,Carleton College
1058,Swarthmore College
1059,Swarthmore College
1060,Vanderbilt University
1061,Vanderbilt University
1062,Vanderbilt University
1063,Boston University
1064,Boston University
1065,Boston University
1066,Gonzaga University
1067,Gonzaga University
1068,Gonzaga University
1069,Eastern Kentucky University
1070,Eastern Kentucky University
1071,Patrick Henry College
1072,Patrick Henry College
1073,Patrick Henry College
1074,Patrick Henry College
1075,Miami University
1076,Miami University
1077,Miami University
1078,Miami University
1079,St. Olaf College
1080,St. Olaf College
1081,Fairleigh Dickinson University
1082,Grinnell College
1083,Grinnell College
1084,"University of Alabama, Birmingham"
1085,"University of Alabama, Birmingham"
1086,University of Rochester
1087,University of Rochester
1088,"University of Wisconsin, Superior"
1089,"University of Wisconsin, Superior"
1090,Washington University of St. Louis
1091,Washington University of St. Louis
1092,Susquehanna University
1093,University of Dayton
1094,Howard University
1095,Howard University
1096,Collin College
1097,Collin College
1098,Mississippi Valley State University
1099,University of South Carolina
1100,University of South Carolina
1101,University of Central Missouri
1102,Bowling Green State University
1103,Cornell College
1104,Cornell College
1105,Cornell College
1106,Creighton University
1107,Creighton University
1108,Hamline University
1109,Hamline University
1110,Hamline University
1111,"University of Illinois, Chicago"
1112,"University of Illinois, Chicago"
1113,University of Pennsylvania
1114,University of Pennsylvania
1115,University of Pennsylvania
1116,College of St. Rose
1117,"University of Wisconsin, La Crosse"
1118,Washburn University
1119,Washburn University
1120,Clark University
1121,Clark University
1122,University of South Dakota
1123,University of South Dakota
1124,Lasell College
1125,University of South Florida
1126,University of South Florida
1127,Brandeis University
1128,Brandeis University
1129,Brandeis University
1130,Brandeis University
1131,Fitchburg State University
1132,Yale University
1133,Yale University
1134,George Washington University
1135,George Washington University
1136,George Washington University
1137,Monmouth University
1138,Duke University
1139,Duke University
1140,Duke University
1141,Loyola University-Chicago
1142,Loyola University-Chicago
1143,Loyola University-Chicago
1144,Scripps College
1145,Scripps College
1146,Florida State University
1147,Florida State University
1148,Florida State University
1149,Illinois State University
1150,St. Bonaventure University
1151,Stanford University
1152,Stanford University
1153,Elon University
1154,Elon University
1155,Ohio Northern University
1156,Ohio Northern University
1157,University of Cincinnati
1158,University of Cincinnati
1159,University of Cincinnati
1160,American University
1161,American University
1162,American University
1163,North Central College
1164,Kennesaw State University
1165,Kennesaw State University
1166,Canisius College
1167,Canisius College
1168,"University of Minnesota, Duluth"
1169,"University of Minnesota, Duluth"
1170,Hamilton College
1171,Benedictine University
1172,University of New Mexico
1173,Lewis University
1174,Lewis University
1175,Morningside College
1176,New York University
1177,New York University
1178,"University of Maryland, Baltimore County"
1179,"University of Maryland, Baltimore County"
1180,Benedictine University (2nd Team)
1181,Carthage College
1182,Drexel University
1183,Drexel University
1184,Drexel University
1185,Drexel University
1186,University of Pittsburgh
1187,University of Pittsburgh
1188,College of Holy Cross
1189,College of Holy Cross
1190,University of Chicago
1191,University of Chicago
