Team #,Team Name
1577,Yale University A
1578,Yale University B
1579,Yale University C
1580,University of Colorado A
1581,University of Colorado B
1582,University of Colorado C
1583,Colorado Mesa University A
1584,Scripps College A
1585,Scripps College B
1586,Connecticut College A
1587,LeMoyne-Owen College A
1588,Rutgers University A
1589,Rutgers University B
1590,Rutgers University C
1591,Bryn Mawr College A
1592,Eastern Washington University A
1593,University of South Carolina Upstate B
1594,Northern Michigan University A
1595,Amherst College C
1596,Texas Tech University A
1597,Williams College A
1598,Williams College B
1599,Central Washington University B
1600,Vassar College A
1601,Orange Coast College A
1602,North Central University A
1603,Princeton University A
1604,Princeton University B
1605,Princeton University C
1606,Santa Clara University A
1607,Santa Clara University B
1608,Culver-Stockton College B
1609,Rutgers University D
1610,"California State University, Northridge A"
1611,"SUNY, Oneonta A"
1612,Syracuse University A
1613,Syracuse University B
1614,Drake University A
1615,Drake University B
1616,University of Chicago A
1617,University of Chicago B
1618,University of Chicago C
1619,University of Chicago D
1620,La Salle University C
1621,St. Olaf College A
1622,St. Olaf College B
1623,Franklin & Marshall College A
1624,Lehigh University A
1625,Lehigh University B
1626,Georgia College and State University A
1627,Georgia College and State University B
1628,Molloy College A
1629,Concordia College A
1630,Eastern Michigan University C
1631,Monmouth University A
1632,Harvey Mudd College A
1633,University of Southern California A
1634,University of Southern California B
1635,University of Southern California C
1636,Purdue University B
1637,College of the Sequoias A
1638,Baylor University C
1639,Eastern Kentucky University C
1640,"University of Texas, Rio Grande Valley (Pan-American) A"
1641,St. Bonaventure University B
1642,University of Oklahoma A
1643,University of Idaho A
1644,Washington College A
1645,University of Kentucky B
1646,Boston College A
1647,Boston College B
1648,Boston College C
1649,Boston College D
1650,Bryant University A
1651,Southwestern University B
1652,Johns Hopkins University A
1653,Johns Hopkins University B
1654,Johns Hopkins University C
1655,Johns Hopkins University D
1656,Grand Canyon University A
1657,Grand Canyon University B
1658,Grand Canyon University C
1659,Drexel University A
1660,Drexel University B
1661,Drexel University C
1662,Drexel University D
1663,Occidental College A
1664,Occidental College B
1665,"University of California, Riverside A"
1666,"University of Texas, El Paso A"
1667,Bethany Lutheran College A
1668,University of Richmond A
1669,University of Richmond B
1670,University of Richmond C
1671,Wisconsin Lutheran College A
1672,Northwest Missouri State University B
1673,"University of Nevada, Reno A"
1674,Valparaiso University A
1675,North Carolina A&T University A
1676,Utica College A
1677,California State University Channel Islands A
1678,Pepperdine University A
1679,"University of California, San Diego A"
1680,"University of California, San Diego B"
1681,"University of California, San Diego C"
1682,Grinnell College C
1683,Rice University B
1684,Rice University C
1685,Claremont McKenna College A
1686,Claremont McKenna College B
1687,"University of California, Davis A"
1688,"University of California, Davis B"
1689,Western State Colorado University A
1690,Florida State University D
1691,"University of California, Riverside B"
1692,University of New Mexico A
1693,Northwestern University A
1694,Northwestern University B
1695,Northwestern University C
1696,Washington University in St. Louis C
1697,Dillard University B
1698,Upper Iowa University B
1699,University of New Hampshire A
1700,Louisiana State University C
1701,University of Arkansas A
1702,University of Arkansas B
1703,University of Delaware A
1704,University of Delaware B
1705,Marquette University A
1706,University of San Francisco A
1707,University of San Francisco B
1708,Palm Beach Atlantic University B
1709,University of Miami A
1710,University of Louisville A
1711,Washington State University B
1712,Pomona College C
1713,San Diego State University B
1714,Loras College B
1715,"University of California, Davis C"
1716,Queens College A
1717,Queens College B
1718,Arizona State University E
1719,"SUNY, Buffalo A"
