Team #,Team Name
1001,Coastal Carolina University A
1002,Coastal Carolina University B
1003,Brown University A
1004,Brown University B
1005,"University of Minnesota, Morris A"
1006,"University of Minnesota, Morris B"
1007,Amherst College A
1008,Amherst College B
1009,Sonoma State University A
1010,Augusta University A
1011,Augusta University B
1012,Vanderbilt University A
1013,Vanderbilt University B
1014,Vanderbilt University C
1015,Palm Beach Atlantic University A
1016,Rhodes College A
1017,Rhodes College B
1018,Rhodes College C
1019,Rhodes College D
1020,Case Western Reserve University A
1021,Case Western Reserve University B
1022,Case Western Reserve University C
1023,George Washington University A
1024,George Washington University B
1025,George Washington University C
1026,Brown University C
1027,Quincy University A
1028,Quincy University B
1029,Luther College A
1030,Chemeketa Community College A
1031,Chemeketa Community College B
1032,Macalester College A
1033,Macalester College B
1034,Macalester College C
1035,Macalester College D
1036,"SUNY, Old Westbury A"
1037,"University of California, Santa Cruz A"
1038,Kansas State University A
1039,St. Norbert College A
1040,St. Norbert College B
1041,"University of Maryland, College Park A"
1042,"University of Maryland, College Park B"
1043,"University of Maryland, College Park C"
1044,"University of Maryland, College Park D"
1045,Texas A&M University A
1046,Texas A&M University B
1047,University of Florida A
1048,University of Florida B
1049,University of Florida C
1050,University of Florida D
1051,University of Florida E
1053,"University of Alabama, Birmingham B"
1054,Benedictine University A
1055,Benedictine University B
1056,Benedictine University C
1057,Reed College A
1058,Creighton University A
1059,Creighton University B
1060,University of Toledo A
1061,Cornell University A
1062,Cornell University B
1063,Cornell University C
1064,Wellesley College A
1065,Wellesley College B
1066,Campbell University A
1067,North Central College A
1068,Bradley University A
1069,Fresno State University A
1070,Fresno State University B
1071,Fresno State University C
1072,Fresno State University D
1073,Hamilton College A
1074,Washington & Jefferson College A
1075,Washington & Jefferson College B
1076,Gonzaga University A
1077,Gonzaga University B
1078,Gonzaga University C
1079,Central College A
1080,"University of Maryland, Baltimore County A"
1081,"University of Maryland, Baltimore County B"
1082,Washburn University A
1083,Loyola University-Chicago A
1084,Loyola University-Chicago B
1085,Loyola University-Chicago C
1086,Lafayette College A
1087,Lafayette College B
1088,Columbia College A
1089,Elmhurst College A
1090,University of Central Missouri A
1091,University of Central Missouri B
1092,Xavier University A
1093,Xavier University B
1094,University of Pennsylvania A
1095,University of Pennsylvania B
1096,University of Pennsylvania C
1097,Susquehanna University A
1098,Mississippi Valley State University A
1099,Illinois State University A
1100,University of St. Thomas (MN) A
1101,University of St. Thomas (MN) B
1102,Miami University A
1103,Miami University B
1105,Elon University A
1106,Elon University B
1107,"California Polytechnic State University, San Luis Obispo A"
1108,"California Polytechnic State University, San Luis Obispo B"
1109,University of Cincinnati A
1110,University of Cincinnati B
1111,"University of Illinois, Urbana Champaign A"
1112,"University of Illinois, Urbana Champaign B"
1113,"University of Illinois, Urbana Champaign C"
1114,Clark University A
1115,Clark University B
1116,Houston Baptist University A
1117,Middle Tennessee State University A
1118,Middle Tennessee State University B
1119,St. Ambrose University A
1120,Brandeis University A
1121,Brandeis University B
1122,Brandeis University C
1123,Brandeis University D
1124,Iona College A
1125,"University of Wisconsin, Madison A"
1126,Stonehill College A
1127,College of William & Mary A
1128,College of William & Mary B
1129,College of William & Mary C
1130,"University of Wisconsin, Superior A"
1131,"University of Wisconsin, Superior B"
1132,DePaul University A
1133,DePaul University B
