Team #,Team Name
1398,University of St. Francis
1399,University of Miami (FL)
1400,University of Miami (FL)
1401,St. Catherine University
1402,Dartmouth College
1403,Dartmouth College
1404,"University of California, Davis"
1405,"University of California, Davis"
1406,Northeastern State University
1407,"University of Massachusetts, Lowell"
1408,"University of Massachusetts, Lowell"
1409,U.S. Coast Guard Academy
1410,Regent University
1411,The King's College
1412,The King's College
1413,"University of Massachusetts, Amherst"
1414,"University of Massachusetts, Amherst"
1415,Washington and Lee University
1416,Washington and Lee University
1417,Philadelphia University
1418,Illinois Institute of Technology
1419,"University of Nebraska, Omaha"
1420,Tulane University
1421,Southern Methodist University
1422,Southern Methodist University
1423,Southern Methodist University
1424,Truman State University
1425,North Carolina State University
1426,Xavier University
1427,University of North Alabama
1428,Marymount Manhattan College
1429,Weber State University
1430,Weber State University
1431,Wellesley College
1432,Wellesley College
1433,"University of Colorado, Colorado Springs"
1434,"University of Louisiana, Monroe"
1435,Carnegie Mellon University
1436,Carnegie Mellon University
1437,Carnegie Mellon University
1438,University of Kansas
1439,University of Kansas
1440,Oral Roberts University
1441,Stonehill College
1442,"University of Texas, Pan American"
1443,Cornell University
1444,Cornell University
1445,Cornell University
1446,Colby College
1447,"Pennsylvania State University, Harrisburg"
1448,University of Maine
1449,Loyola Marymount University
1450,"University of Nebraska, Lincoln"
1451,Georgetown University
1452,Georgetown University
1453,Georgetown University
1454,University of St. Thomas (MN)
1455,University of St. Thomas (MN)
1456,The City College of New York
1457,Western Michigan University
1458,Western Michigan University
1459,University of Iowa
1460,University of Iowa
1461,University of Iowa
1462,University of Iowa
1463,Colorado College
1464,Texas A&M University
1465,University of West Florida
1466,University of Kentucky (3d team)
1467,Saint Anselm College
1468,Georgia State University
1469,"University of Texas, Arlington"
1470,Allegheny College
1471,Penn State University
1472,Penn State University
1473,Penn State University
1474,Penn State University
1475,University of Southern California
1476,University of Southern California
1477,University of Southern California
1478,Truman State University (2nd team)
1479,Amherst College
1480,Amherst College
1481,Marquette University
1482,Michigan State University
1483,Michigan State University
1484,Michigan State University
1485,Monmouth University
1486,Monmouth University
1487,CUNY/Queens College
1488,CUNY/Queens College
1489,Grinnell College
1490,Grinnell College
1491,SUNY Fredonia
1492,Claremont McKenna College
1493,Claremont McKenna College
1494,Claremont McKenna College
1495,Northwestern University
1496,Northwestern University
1497,Northwestern University
1498,Ball State University
1499,University of Pennsylvania
1500,University of Pennsylvania
1501,University of Pennsylvania
1502,Florida State University (3d team)
1503,Mount St. Mary's College
1504,University of Mobile
1505,University of Mobile
1506,U.S. Military Academy
1507,Grove City College
1508,Southern Connecticut State University
1509,Indiana University
1510,Indiana University
1511,Indiana University
1512,Neumann University
1513,Campbell University
1514,Towson University
1515,Baylor University
1516,Baylor University
1517,Carroll University
1518,Carroll University
1519,"California State Polytechnic Univ., Pomona"
1520,"California State Polytechnic Univ., Pomona"
1521,Villanova University
1522,Villanova University
1523,Williams College
1524,Williams College
1525,Mount St. Mary's University
1526,Wake Forest University
1527,Wake Forest University
1528,U.S. Air Force Academy
1529,U.S. Air Force Academy
1530,Lewis & Clark College
1531,Washington & Jefferson College
1532,Washington & Jefferson College
1533,Keiser University
1534,"Univ. of Colorado, Colorado Springs (2d team)"
1535,Wheaton College (2d team)
1536,Brenau University
1537,Scripps College
1538,Scripps College
1539,Wesleyan University
1540,Wesleyan University
1541,Pepperdine University
1542,New York City College of Technology
1543,Columbia College (2d team)
1544,DePaul University (2d team)
1545,University of Michigan
1546,University of Michigan
1547,University of Michigan
1548,Edinboro University
1549,Trinity College (2d team)
1550,Mississippi Valley State University
1551,University of St. Thomas (TX) (2d team)
1552,"Univ. of Maryland, Baltimore County (2d team)"
1553,Eastern Washington University
1554,Western Illinois University (2d team)
1555,St. Olaf College
1556,St. Olaf College
1557,"University of Nevada, Las Vegas"
1558,"University of Nevada, Las Vegas"
1559,Bowdoin College
1560,Case Western Reserve University
1561,Case Western Reserve University
1562,Case Western Reserve University
1563,Ashford University
1564,Georgia College
1565,Georgia College
1566,Bates College (2d team)
1567,Chemeketa Community College
1568,SUNY Geneseo
1569,SUNY Geneseo
1570,Duquesne University
1571,The College of William and Mary
1572,The College of William and Mary
1573,Oregon State University
1574,Northern Kentucky University
1575,Seminole State College
1576,Emory University
1577,Emory University
1578,College of St. Benedict/St. John's Univ. (2d team)
1579,Johns Hopkins University (3d team)
1580,The City College of New York (2d team)
1581,"University of Missouri, Columbia"
1582,"University of Missouri, Columbia"
1583,"University of Missouri, Columbia"
1584,Washington University (St. Louis) (3d team)
1585,Penn State University (5th team)
1586,Michigan Technological University
1587,"University of North Carolina, Charlotte"
1588,Drake University (4th team)
1589,Quinnipiac University (2d team)
1590,Fairleigh Dickinson University
1591,"University of Illinois, Springfield"
1592,"University of Illinois, Springfield"
1593,University of Toledo
1594,Harris-Stowe State University
1595,Texas A&M University (2d team)
1596,Tulane University (2d team)
1597,Pace University
1598,Pace University
1599,University of North Florida
1600,Southwestern University
1601,Southwestern University
1602,University of Connecticut
1603,University of Connecticut
1604,Lehman College
1605,Northwest Missouri State University (2d team)
1606,Murray State University
1607,"University of Louisiana, Monroe (2d team)"
1608,Hamline University
1609,Hamline University
1610,Hamline University
1611,University of Redlands
1612,University of Redlands
1613,University of Louisville
1614,Hartwick College
1615,Jarvis Christian College
1616,Harvard University
1617,Harvard University
1618,Harvard University
1619,University of La Verne
1620,University of Delaware
1621,University of Delaware
1622,Arizona State University
1623,Arizona State University
1624,Arizona State University
1625,University of Bridgeport
1626,Lawrence University
1627,Texas Tech University
1628,Grand Canyon University
1629,"University of California, Riverside"
1630,"University of California, Riverside"
1631,Rutgers University (3d team)
1632,Rhodes College (5th team)
1633,University of Portland (2d team)
1634,Washington State University (2d team)
1635,William Woods University
1636,Gettysburg College
1637,Valparaiso University
1638,Yale University (4th team)
1639,Indiana University of Pennsylvania
1640,Washington Adventist University
1641,Vassar College
1642,University of Arizona (4th team)
1643,Spelman College
1644,Spelman College
1645,Millersville University
1646,Grinnell College (3rd Team)
1647,"University of California, Santa Cruz"
1648,University of La Verne (2d team)
1649,University of Houston
1650,Northwestern University (4th team)
1651,Grand Canyon University (2d team)
1652,Canisius College
1653,Canisius College
1654,"University of California, San Diego (4th Team)"
