Team #,Team Name
1434,University of Vermont B
1435,Winona State University A
1436,Duquesne University B
1437,"SUNY, Buffalo A"
1438,"SUNY, Buffalo B"
1439,New York University A
1440,New York University B
1441,New York University C
1442,Ohio State University D
1443,Massachusetts Institute of Technology A
1444,Massachusetts Institute of Technology B
1445,Drake University A
1446,Drake University B
1447,Drake University C
1448,Macalester College D
1449,Auburn University A
1450,Auburn University B
1451,Mississippi University for Women B
1452,University of Bridgeport A
1453,Claremont McKenna College A
1454,Northern Michigan University A
1455,University of Connecticut A
1456,University of Connecticut B
1457,Valparaiso University A
1458,Morningside College A
1459,University of Georgia A
1460,University of Georgia B
1461,University of Georgia C
1462,University of Georgia D
1463,Iowa State University A
1464,"University of North Carolina, Chapel Hill A"
1465,"University of North Carolina, Chapel Hill B"
1466,"University of North Carolina, Chapel Hill C"
1467,"University of North Carolina, Chapel Hill D"
1468,University of Houston A
1469,University of Houston B
1470,University of Wisconsin Eau Claire A
1471,University of Dayton A
1472,University of Dayton B
1473,Nova Southeastern University A
1474,Grinnell College B
1475,Concordia University Chicago A
1476,University of South Florida A
1477,University of South Florida B
1478,Shippensburg University A
1479,University of Michigan A
1480,University of Michigan B
1481,University of Michigan C
1482,Roger Williams University A
1483,Ursinus College A
1484,"U.S. Military Academy at West Point, NY A"
1485,Wheaton College C
1486,University of Toledo A
1487,Seton Hall University A
1488,Seton Hall University B
1489,University of Kentucky A
1490,Rutgers University A
1491,Rutgers University B
1492,Rutgers University C
1493,Arcadia University A
1494,Central Michigan University A
1495,"University of Colorado, Boulder A"
1496,"University of Colorado, Boulder B"
1497,"University of Colorado, Boulder C"
1498,Susquehanna University B
1499,University of North Dakota A
1500,American University A
1501,American University B
1502,American University C
1503,Belmont University A
1504,Bryant University A
1505,Johns Hopkins University A
1506,Johns Hopkins University B
1507,Johns Hopkins University C
1508,Franklin & Marshall College A
1509,Georgia College and State University A
1510,Georgia College and State University B
1511,Georgia College and State University C
1512,University of Iowa A
1513,University of Iowa B
1514,University of Iowa C
1515,Bowdoin College A
1516,Bowdoin College B
1517,"SUNY, Old Westbury A"
1518,Johns Hopkins University D
1519,"University of Alabama, Tuscaloosa A"
1520,"University of Alabama, Tuscaloosa B"
1521,"University of Alabama, Tuscaloosa C"
1522,Western State Colorado University A
1523,Wellesley College A
1524,Wellesley College B
1525,Wesleyan University A
1526,Wesleyan University B
1527,Wesleyan University C
1528,Ohio Northern University B
1529,"University of Minnesota, Twin Cities A"
1530,"University of Minnesota, Twin Cities B"
1531,"University of Minnesota, Twin Cities C"
1532,University of Notre Dame D
1533,High Point University A
1534,Louisiana State University A
1535,Duke University A
1536,Duke University B
1537,Duke University C
1538,University of Arkansas A
1539,University of Arkansas B
1540,Houston Baptist University A
1541,"Pennsylvania State University, State College A"
1542,"Pennsylvania State University, State College B"
1543,"Pennsylvania State University, State College C"
1544,"Pennsylvania State University, State College D"
1545,Scripps College A
1546,Scripps College B
1547,Scripps College C
1548,New Jersey City University A
1549,George Washington University A
1550,George Washington University B
1551,George Washington University C
1552,Edinboro University A
1553,Stevenson University B
1554,Mercer University B
1555,Baruch College A
1556,"University of Texas, Austin A"
1557,"University of Texas, Austin B"
1558,Loras College A
1559,Loras College B
1560,Furman University D
1561,Boston College A
1562,Boston College B
1563,Boston College C
1564,Boston College D
1565,University of Kentucky B
1566,"University of Missouri, Kansas City A"
1567,"University of Missouri, Kansas City B"
1568,Trinity University A
1569,Trinity University B
1570,Arizona State University C
1571,Arizona State University D
1572,Arizona State University E
1573,Harvey Mudd College A
1574,DePaul University B
1575,"University of Texas, Rio Grande Valley (Pan-American) A"
1576,Alamance Community College A
1577,Baylor University C
1578,University of Arizona A
1579,University of Arizona B
1580,University of Arizona C
1581,University of Arizona D
1582,University of Arizona E
1583,University of New Mexico A
1584,University of New Mexico B
1585,St. Xavier University B
1586,California State University San Marcos A
1587,"SUNY, Oneonta A"
1588,Canisius College B
1589,University of Tulsa A
1590,Stetson University A
1591,Stetson University B
1592,Northwestern University A
1593,Northwestern University B
1594,Northwestern University C
1595,Northwestern University D
1596,"University of California, Irvine A"
1597,"University of California, Irvine B"
1598,"University of California, Irvine C"
1599,"University of California, Irvine D"
1600,Monroe College A
1601,Collin College B
1602,Williams College A
1603,Williams College B
1604,Ohio University C
1605,Adrian College A
1606,Adrian College B
1607,Adrian College C
1608,Franklin College A
1609,St. Olaf College A
1610,St. Olaf College B
1611,Central Washington University A
1612,St. Bonaventure University B
1613,"SUNY, Geneseo A"
1614,"SUNY, Geneseo B"
1615,Niagara University A
1616,Occidental College A
1617,Occidental College B
1618,University of Denver A
1619,University of Denver B
1620,"University of California, Davis A"
1621,"University of California, Davis B"
1622,Santa Clara University A
1623,University of Oklahoma A
1624,University of Southern California A
1625,University of Southern California B
1626,University of Southern California C
1627,"SUNY, Albany B"
1628,San Diego State University A
1629,San Diego State University B
1630,University of Louisville A
1631,"University of Nebraska, Lincoln A"
1632,Indiana University Purdue University Indianapolis A
1633,Indiana University Purdue University Indianapolis B
1634,"University of California, Riverside A"
1635,"University of California, Riverside B"
1636,Vassar College A
1637,"University of California, San Diego A"
1638,"University of California, San Diego B"
1639,University of Northern Iowa A
1640,Michigan State University A
1641,Michigan State University B
1642,Michigan State University C
1643,Michigan State University D
1644,Towson University A
1645,University of Delaware A
1646,University of Delaware B
1647,"Fordham University, Rose Hill A"
1648,"Fordham University, Rose Hill B"
1649,"Fordham University, Rose Hill C"
1650,Mount St. Mary's University (MD) A
1651,University of Mobile A
1652,Molloy College A
1653,Davidson College A
1654,Emory University A
1655,Sonoma State University A
1656,University of San Francisco A
1657,Swarthmore College A
1658,Spelman College A
1659,Harris Stowe State University A
1660,Weber State University A
1661,St. Edward's University A
1662,North Carolina Agricultural and Technical State University A
1663,Pasadena City College A
1664,"SUNY, New Paltz A"
1665,"University of California, Santa Cruz A"
1666,Tulane University A
1667,St. Louis University A
1668,Davidson College B
1669,Kennesaw State University B
1670,Swarthmore College B
1671,Louisiana State University B
1672,Emory University B
1673,Western Kentucky University B
1674,Nova Southeastern University B
1675,Tulane University B
1676,Towson University B
1677,Davidson College C
1678,University of Portland C
1679,Emory University C
1680,University of Portland D
1681,University of Iowa D
1682,Rhodes College E
1683,University of Florida F
1684,Rice University A
1685,St. Vincent College B
1686,University of Oregon D
1687,North Central College B
1688,Colgate University B
1689,"University of Nevada, Reno A"
1690,Suffolk University A
1691,"University of Massachusetts, Amherst A"
1692,University of Cincinnati C
1693,Kansas State University B
1694,"SUNY, Fredonia B"
1695,Hamline University C
1696,The College of New Jersey A
1697,Florida International University A
1698,Oregon State University C
1699,"University of California, San Diego C"
1700,Brooklyn College - CUNY A
1701,"University of Massachusetts, Amherst B"
1702,"University of Nevada, Reno B"
1703,"University of Massachusetts, Amherst C"
1704,St. John Fisher University B
1705,City College of New York A
1706,Lake Forest College A
1707,North Central University A
1708,The King's College B
1709,Claremont McKenna College B
1710,Bucknell University B
1711,University of Idaho A
1712,Grand Canyon University A
1713,"University of Colorado, Colorado Springs A"
1714,Grand Canyon University B
