Team #,Team Name
1001,Millsaps College A
1002,Millsaps College B
1003,Millsaps College C
1004,Arizona State University A
1005,Arizona State University B
1006,The King's College A
1007,Lehigh University A
1008,Lasell College A
1009,"University of Maryland, College Park A"
1010,"University of Maryland, College Park B"
1011,"University of Maryland, College Park C"
1012,"University of Maryland, College Park D"
1013,Drexel University A
1014,Drexel University B
1015,Drexel University C
1016,Drexel University D
1017,University of Central Florida A
1018,University of Central Florida B
1019,University of Central Florida C
1020,Loyola Marymount University A
1021,Loyola Marymount University B
1022,Amherst College A
1023,Amherst College B
1024,Brown University A
1025,Brown University B
1026,Brown University C
1027,Reed College A
1028,Reed College B
1029,The Catholic University of America A
1030,Case Western Reserve University A
1031,Case Western Reserve University B
1032,Case Western Reserve University C
1033,St. Ambrose University A
1034,Yale University A
1035,Yale University B
1036,Yale University C
1037,Chemeketa Community College A
1038,Chemeketa Community College B
1039,Coastal Carolina University A
1040,Coastal Carolina University B
1041,Macalester College A
1042,Macalester College B
1043,Macalester College C
1044,Mount Aloysius College A
1045,University of Chicago A
1046,University of Chicago B
1047,University of Chicago C
1048,University of Chicago D
1049,Dillard University A
1050,Miami University A
1051,Miami University B
1052,Miami University C
1053,U.S. Air Force Academy A
1054,U.S. Air Force Academy B
1055,Cornell University A
1056,Cornell University B
1057,Cornell University C
1058,St. Norbert College A
1059,St. Norbert College B
1060,"University of Illinois, Urbana Champaign A"
1061,"University of Illinois, Urbana Champaign B"
1062,"University of Illinois, Urbana Champaign C"
1063,DePaul University A
1064,University of Central Missouri A
1065,University of Central Missouri B
1066,Carnegie Mellon University A
1067,Carnegie Mellon University B
1068,Luther College A
1069,Luther College B
1070,Columbia College A
1071,Quinnipiac University A
1072,Susquehanna University A
1073,Ohio State University A
1074,Ohio State University B
1075,Ohio State University C
1076,Austin College A
1077,Austin College B
1078,Fresno State University A
1079,Fresno State University B
1080,Fresno State University C
1081,Fresno State University D
1082,Fresno State University E
1083,Washburn University A
1084,Southwestern University A
1085,Elizabethtown College A
1086,Elizabethtown College B
1087,Creighton University A
1088,Creighton University B
1089,Stevenson University A
1090,"SUNY, Binghamton University A"
1091,"SUNY, Binghamton University B"
1092,Manchester University A
1093,"University of California, Los Angeles A"
1094,"University of California, Los Angeles B"
1095,"University of California, Los Angeles C"
1096,"University of California, Los Angeles D"
1097,"University of California, Los Angeles E"
1098,"University of Maryland, Baltimore County A"
1099,"University of Maryland, Baltimore County B"
1100,"University of Wisconsin, La Crosse A"
1101,"University of Wisconsin, La Crosse B"
1102,"Fordham University, Lincoln Center A"
1103,"Fordham University, Lincoln Center B"
1104,Allegheny College A
1105,Trinity College A
1106,Hillsdale College A
1107,Hillsdale College B
1108,Upper Iowa University A
1109,Harvard University A
1110,Harvard University B
1111,University of Redlands A
1112,University of Redlands B
1113,University of Virginia A
1114,University of Virginia B
1115,Grinnell College A
1116,University of Florida A
1117,University of Florida B
1118,University of Florida C
1119,University of Florida D
1120,University of Florida E
1121,Belmont Abbey College A
1122,College of Charleston A
1123,Illinois State University A
1124,Illinois State University B
1125,University of St. Thomas (TX) A
1126,University of St. Thomas (TX) B
1127,College of Saint Rose A
1128,College of Saint Rose B
1129,Middle Tennessee State University A
1130,Middle Tennessee State University B
1131,Middle Tennessee State University C
1132,University of Scranton A
1133,Washington and Lee A
1134,Washington and Lee B
1135,Pace University A
1136,Pace University B
1137,Loyola University-Chicago A
1138,Loyola University-Chicago B
1139,Loyola University-Chicago C
1140,Bucknell University A
1141,Dickinson College A
1142,Dickinson College B
1143,Iona College A
1144,North Central College A
1145,Wake Forest University A
1146,Wake Forest University B
1147,Mississippi Valley State University A
1148,Mississippi Valley State University B
1149,Elmhurst College A
1150,Texas A&M University A
1151,Texas A&M University B
1152,Vanderbilt University A
1153,Vanderbilt University B
1154,Vanderbilt University C
1155,Washington & Jefferson College A
1156,Washington & Jefferson College B
1157,Hamilton College A
1158,Hamilton College B
1159,Gonzaga University A
1160,Gonzaga University B
1161,Gonzaga University C
1162,"SUNY, Fredonia A"
1163,East Central University A
1164,"University of Texas, Arlington A"
1165,St. John's University A
1166,"University of Tennessee, Knoxville A"
1167,"University of Tennessee, Knoxville B"
1168,"University of Tennessee, Knoxville C"
1169,Lafayette College A
1170,Lafayette College B
1171,Missouri Southern State University A
1172,Fitchburg State University A
1173,Howard Payne University A
1174,Howard Payne University B
1175,College of the Holy Cross A
1176,Samford University A
1177,College of the Holy Cross B
1178,Furman University A
1179,Furman University B
1180,Furman University C
1181,Oregon State University A
1182,Oregon State University B
1183,"Indiana University, Bloomington A"
1184,"Indiana University, Bloomington B"
1185,"Indiana University, Bloomington C"
1186,"Indiana University, Bloomington D"
1187,"University of Minnesota, Duluth A"
1188,Xavier University A
1189,Xavier University B
1190,Mississippi University for Women A
1191,Northwood University A
1192,Northwood University B
1193,University of Oregon A
1194,University of Oregon B
1195,University of Oregon C
1196,Cornell College A
1197,Cornell College B
1198,Cornell College C
1199,St. Bonaventure University A
1200,"University of Tennessee, Chattanooga A"
1201,"University of Tennessee, Chattanooga B"
1202,Kansas State University A
1203,Georgetown College A
1204,University of Mississippi A
1205,University of Mississippi B
1206,Ohio University A
1207,Ohio University B
1208,Ohio Northern University A
1209,Clark University A
1210,Clark University B
1211,"University of Massachusetts, Lowell A"
1212,University of Pittsburgh A
1213,University of Pittsburgh B
1214,University of Washington - Seattle A
1215,University of Washington - Seattle B
1216,Boston University A
1217,Boston University B
1218,Boston University C
1219,Haverford College A
1220,Haverford College B
1221,Haverford College C
1222,Palm Beach Atlantic University A
1223,Carleton College A
1224,Carleton College B
1225,College of William & Mary A
1226,College of William & Mary B
1227,College of William & Mary C
1228,"University of Wisconsin, Milwaukee A"
1229,"University of Wisconsin, Milwaukee B"
1230,Stockton University A
1231,"University of California, Santa Barbara A"
1232,"University of California, Santa Barbara B"
1233,Flagler College A
1234,Quincy University A
1235,Quincy University B
1236,Pomona College A
1237,Pomona College B
1238,Pomona College C
1239,Collin College A
1240,Rhodes College A
1241,Rhodes College B
1242,Rhodes College C
1243,Rhodes College D
1244,University of Cincinnati A
1245,University of Cincinnati B
1246,Tufts University A
1247,Tufts University B
1248,Tufts University C
1249,Tufts University D
1250,Georgia Tech A
1251,Georgia Tech B
1252,Georgia Tech C
1253,Fontbonne University A
1254,"University of Wisconsin, Superior A"
1255,"University of Wisconsin, Superior B"
1256,"SUNY, Albany A"
1257,Lewis University A
1258,Lewis University B
1259,"University of Alabama, Birmingham A"
1260,"University of Alabama, Birmingham B"
1261,Eastern Michigan University A
1262,Eastern Michigan University B
1263,Hamline University A
1264,Hamline University B
1265,"University of Texas, Dallas A"
1266,"University of Texas, Dallas B"
1267,"University of Texas, Dallas C"
1268,"University of Texas, Dallas D"
1269,Monmouth University A
1270,Monmouth University B
1271,University of St. Thomas (MN) A
1272,University of St. Thomas (MN) B
1273,Temple University A
1274,Temple University B
1275,Elon University A
1276,Elon University B
1277,Kennesaw State University A
1278,Mercer University A
1279,Murray State University A
1280,Colorado College A
1281,Colorado College B
1282,Connecticut College A
1283,University of North Alabama A
1284,University of North Alabama B
1285,"University of California, Berkeley A"
1286,"University of California, Berkeley B"
1287,"University of California, Berkeley C"
1288,"University of California, Berkeley D"
1289,Stonehill College A
1290,Culver-Stockton College A
1291,Culver-Stockton College B
1292,Central College A
1293,University of New Haven A
1294,"University of Wisconsin, Madison A"
1295,"University of Wisconsin, Madison B"
1296,"University of North Carolina, Charlotte A"
1297,"University of North Carolina, Charlotte B"
1298,Olivet Nazarene University A
1299,Mount St. Mary's University (CA) A
1300,Augusta University A
1301,"University of Nevada, Las Vegas A"
1302,"University of Nevada, Las Vegas B"
1303,Antelope Valley College A
1304,University of South Dakota A
1305,Washington University of St. Louis A
1306,Washington University of St. Louis B
1307,Mississippi College A
1308,U.S. Coast Guard Academy A
1309,Baylor University A
1310,Baylor University B
1311,University of Rochester A
1312,University of Rochester B
1313,University of Rochester C
1314,Georgia State University A
1315,Georgia State University B
1316,Ithaca College A
1317,Ithaca College B
1318,Lee University A
1319,Western Michigan University A
1320,"California State University, Dominguez Hills A"
1321,Columbia University A
1322,Columbia University B
1323,Western Illinois University A
1324,Northwest Missouri State University A
1325,University of South Carolina A
1326,University of South Carolina B
1327,University of South Carolina C
1328,University of West Florida A
1329,"University of Illinois, Springfield A"
1330,Siena College A
1331,Benedictine University A
1332,Benedictine University B
1333,Truman State University A
1334,Truman State University B
1335,University of Portland A
1336,University of Portland B
1337,Simpson College A
1338,Campbell University A
1339,Howard University A
1340,Howard University B
1341,Wheaton College A
1342,Wheaton College B
1343,"University of Minnesota, Morris A"
1344,"University of Minnesota, Morris B"
1345,University of Maine A
1346,Washington Adventist University A
1347,Liberty University A
1348,Syracuse University A
1349,Syracuse University B
1350,"University of Missouri, Columbia A"
1351,"University of Missouri, Columbia B"
1352,Patrick Henry College A
1353,Patrick Henry College B
1354,Patrick Henry College C
1355,Patrick Henry College D
1356,Washington State University A
1357,Duquesne University A
1358,University of Pennsylvania A
1359,University of Pennsylvania B
1360,University of Pennsylvania C
1361,University of Notre Dame A
1362,University of Notre Dame B
1363,University of Notre Dame C
1364,St. Vincent College A
1365,Carthage College A
1366,Eastern Kentucky University A
1367,Eastern Kentucky University B
1368,Georgetown University A
1369,Georgetown University B
1370,Georgetown University C
1371,Bellarmine University A
1372,Bellarmine University B
1373,Villanova University A
1374,College of St. Benedict/St. John's University A
1375,Western Kentucky University A
1376,University of Kansas A
1377,University of Kansas B
1378,University of Kansas C
1379,Fairleigh Dickinson University A
1380,University of Richmond A
1381,University of Richmond B
1382,University of Richmond C
1383,Indiana University of Pennsylvania A
1384,Colgate University A
1385,Northern Illinois University A
1386,Northern Illinois University B
1387,"University of Illinois, Chicago A"
1388,"University of Illinois, Chicago B"
1389,Gettysburg College A
1390,Brandeis University A
1391,Brandeis University B
1392,Brandeis University C
1393,Brandeis University D
1394,"California State Polytechnic University, Pomona A"
1395,"California State Polytechnic University, Pomona B"
1396,University of St. Francis A
1397,Buffalo State College A
1398,Florida State University A
1399,Florida State University B
1400,Florida State University C
1401,Princeton University A
1402,Princeton University B
1403,Princeton University C
1404,Moorpark College A
1405,Rio Hondo College
1406,Southern Methodist University A
1407,Southern Methodist University B
1408,Southern Methodist University C
1409,"University of Louisiana, Monroe A"
1410,"University of Louisiana, Monroe B"
1411,St. Xavier University A
1412,Westminster College A
1413,Pepperdine University A
1414,St. John Fisher College A
1415,Colby College A
1416,Colby College B
1417,Hendrix College A
1418,Hendrix College B
1419,La Salle University A
1420,La Salle University B
1421,Ball State University A
1422,"California Polytechnic State University, San Luis Obispo A"
1423,"California Polytechnic State University, San Luis Obispo B"
1424,"California Polytechnic State University, San Luis Obispo C"
1425,Stanford University A
1426,Stanford University B
1427,Fresno State University F
1428,Canisius College A
1429,Dartmouth College A
1430,Dartmouth College B
1431,University of New Hampshire A
1432,University of New Hampshire B
1433,University of Vermont A
