Team #,Wins,Losses,Ties,CS,OCS,PD
1003,5,3,0,18,73.5,+45
1004,5,0,3,10.5,81,+55
1007,6,1,1,12,76,+37
1008,3,5,0,16,66.5,0
1014,5,2,1,10,75.5,+7
1015,4,4,0,11,72.5,+5
1038,6,0,2,17.5,74,+51
1039,1,7,0,18,47.5,-7
1063,6,1,1,16,69,+36
1064,3,5,0,14,65,-30
1120,1,7,0,13.5,66.5,-29
1127,4,4,0,19.5,59.5,-14
1176,7,1,0,11.5,74,+76
1177,2,6,0,16,64.5,-57
1178,2,3,3,16,52,-12
1182,2,4,2,26,50,-18
1269,1,6,1,18.5,55.5,-28
1291,3,5,0,21,49,-39
1344,3,5,0,17,53,-40
1347,7,1,0,12,78.5,+75
1348,4,4,0,20.5,57.5,-15
1451,3,5,0,18,52,-59
1452,1,5,2,16,63.5,-39
1554,4,4,0,15.5,60,0
