Team #,Wins,Losses,Ties,CS,OCS,PD
1027,2,6,0,17,59.5,-83
1028,3,4,1,14,64.5,-21
1068,4,4,0,15,73.5,+19
1088,5,3,0,20,53.5,+17
1157,6,2,0,16,63.5,+75
1158,3,4,1,17,62.5,+3
1238,8,0,0,19.5,69,+19
1239,4,2,2,16.5,76,+92
1252,7,0,1,20,65.5,+12
1253,4,4,0,15.5,68.5,-8
1280,4,4,0,17,60,-111
1333,2,6,0,13.5,70,+73
1344,6,2,0,21,58.5,-4
1374,2,5,1,14.5,66,+25
1375,5,3,0,17.5,71,-7
1448,7,1,0,17.5,53.5,+46
1449,3,3,2,16,59.5,-58
1481,5,3,0,15,61,-89
1482,3,5,0,13.5,52.5,-155
1536,1,7,0,11.5,64,-11
1537,1,6,1,19.5,59.5,-50
1543,3,5,0,13,61,-96
