Team #,Wins,Losses,Ties,CS,OCS,PD
1015,2,6,0,14.5,58.5,-45
1047,5,3,0,14.5,66.5,+48
1048,6,1,1,14,70.5,+90
1134,2,5,1,20,48,-25
1173,4,3,1,16,68.5,+19
1175,5,2,1,15,67,+41
1210,6,2,0,15.5,68.5,+66
1211,3,4,1,20.5,58.5,-5
1215,8,0,0,18,58.5,+5
1260,3,5,0,18.5,70,+11
1283,5,3,0,18,49,-101
1284,3,5,0,17.5,48,-77
1312,2,6,0,17,71,-28
1346,4,4,0,22.5,57.5,-20
1378,2,6,0,15.5,59.5,-67
1379,1,6,1,16,53.5,-48
1383,3,5,0,18,60.5,+8
1463,4,4,0,14.5,71,+11
1464,5,3,0,10.5,75,-5
1471,4,3,1,15,70,-45
1472,3,4,1,14,69,+35
1505,6,2,0,17.5,61.5,-38
1593,2,6,0,13,74,+74
1602,7,0,1,18.5,60.5,0
1603,4,4,0,19.5,62,+14
1666,3,4,1,11,69.5,-29
1667,1,7,0,9,71,-10
