Team #,Wins,Losses,Ties,CS,OCS,PD
1073,6,1,1,15.5,70,+112
1074,4,3,1,19,62,+25
1075,0,8,0,16,37.5,-90
1086,6,2,0,18,66,+110
1087,3,5,0,7,80,+10
1159,5,2,1,17.5,65,+57
1185,4,3,1,16.5,68.5,+15
1186,3,3,2,23,49,-3
1188,6,1,1,10.5,77.5,+57
1189,2,6,0,22.5,48.5,-81
1257,2,5,1,19,53.5,-81
1266,7,0,1,12.5,86,+96
1299,3,5,0,18,56,-59
1319,2,6,0,9,59,-93
1334,5,3,0,15,77,+30
1337,4,3,1,15,71,+8
1362,3,5,0,20,59.5,-78
1412,1,7,0,23,48,-117
1424,3,5,0,21,48.5,+16
1426,2,6,0,19.5,51.5,-91
1638,5,2,1,14.5,74,+55
1641,2,6,0,9,69,-26
1675,4,3,1,11,74.5,+31
1676,8,0,0,12,84.5,+97
