Team #,Wins,Losses,Ties,CS,OCS,PD
1062,3,5,0,20.5,58.5,-20
1063,5,3,0,17.5,65.5,+15
1165,4,4,0,12,66.5,0
1258,6,2,0,16.5,72,+53
1259,4,4,0,17,67,+26
1278,1,6,1,14,62,-42
1281,4,4,0,9,72.5,+49
1282,4,4,0,16.5,59,-26
1297,5,3,0,18.5,70,+1
1298,7,1,0,15,73.5,+59
1335,3,5,0,18.5,60,-3
1336,5,3,0,19,59.5,+32
1343,4,4,0,11,63,+9
1371,3,5,0,18,52.5,-31
1372,0,8,0,16,47,-165
1488,6,2,0,16,72.5,+50
1489,7,1,0,19.5,65,+56
1577,1,7,0,19,52,-87
1580,3,4,1,16,65.5,+10
1581,2,5,1,17.5,65.5,-28
1627,4,4,0,16,78,0
1628,3,5,0,15.5,61.5,-1
1635,6,1,1,15.5,67,+39
1787,4,4,0,10,60.5,+4
