Team #,Wins,Losses,Ties,CS,OCS,PD
1016,7,1,0,15,75.5,+59
1038,3,4,1,15,67,-20
1058,3,5,0,15.5,69,-10
1082,4,3,1,17,67,+31
1083,6,0,2,12,81,+68
1084,5,3,0,18,61,+31
1090,5,2,1,13.5,80,-2
1091,4,4,0,15,65,-4
1144,0,8,0,11,59.5,-91
1199,3,5,0,16,56.5,-20
1244,2,5,1,21,57.5,-15
1245,4,4,0,17.5,60.5,+3
1307,0,6,2,24,57,-69
1348,8,0,0,16.5,65.5,+52
1373,4,3,1,16,62,+13
1422,5,3,0,14.5,72,-19
1430,5,3,0,11.5,58.5,-3
1456,3,5,0,16,54.5,-34
1521,3,5,0,20,58,+34
1532,6,1,1,19.5,56.5,-59
1654,1,7,0,16,56.5,-51
