Team #,Wins,Losses,Ties,CS,OCS,PD
1090,3,3,2,21,68,-3
1091,4,4,0,10.5,67.5,+16
1117,7,1,0,16.5,71,+86
1118,4,3,1,16,62,+6
1134,4,4,0,16.5,60.5,+18
1221,5,3,0,18,61.5,+21
1222,3,5,0,21.5,52,-44
1256,3,4,1,19.5,63,-44
1315,4,2,2,12.5,73.5,+74
1339,2,6,0,18,49.5,-84
1340,5,3,0,16.5,62,+9
1347,3,5,0,16,66.5,-11
1348,2,6,0,13,57,-45
1381,7,1,0,18.5,69.5,+52
1391,5,3,0,14,73,+35
1409,4,3,1,21.5,60.5,+30
1453,4,4,0,14,74,+20
1521,7,1,0,17,69.5,0
1522,3,3,2,17,61,-11
1562,3,5,0,16.5,74,-17
1563,4,3,1,16.5,70.5,+17
1571,5,2,1,16,68.5,-7
1626,3,5,0,15,58.5,-79
1627,3,5,0,8,69.5,+27
1690,6,2,0,18,51,-91
1708,1,6,1,14.5,65.5,+19
1709,4,4,0,15.5,54,-47
1729,2,6,0,15,46.5,-64
1735,0,8,0,10,66,+2
