Team #,Wins,Losses,Ties,CS,OCS,PD
1044,1,7,0,15.5,48.5,-65
1064,3,5,0,13,73,-19
1088,4,3,1,15,74.5,0
1113,4,3,1,11.5,60.5,+4
1203,1,7,0,15,59,-84
1244,3,5,0,16.5,61.5,-51
1252,3,5,0,15,66.5,+43
1263,6,2,0,17,53,+14
1264,3,5,0,19.5,62,+22
1287,5,3,0,21.5,64,-16
1288,4,4,0,17,59,-34
1321,2,5,1,15,66,-4
1344,5,3,0,19.5,50,-77
1345,2,6,0,16,61.5,-82
1369,2,6,0,24,56.5,-14
1383,3,5,0,16,54.5,-107
1559,1,7,0,16.5,79.5,+76
1578,8,0,0,13.5,70.5,+35
1595,4,4,0,17,69.5,+93
1603,6,2,0,19.5,58,+44
1604,5,2,1,10,71,+61
1646,8,0,0,15,82,+12
1647,5,3,0,8.5,62.5,+41
