Team #,Wins,Losses,Ties,CS,OCS,PD
1019,3,5,0,16,61,-61
1020,4,4,0,22,58,+20
1029,7,1,0,15.5,80.5,+59
1030,4,4,0,18,58.5,+50
1102,1,7,0,16.5,45.5,-49
1103,1,7,0,13,52.5,-125
1138,4,4,0,17,65.5,+56
1139,8,0,0,15,69.5,+91
1178,5,2,1,17,71.5,+27
1197,6,1,1,10.5,75,+33
1268,5,3,0,19,64.5,+14
1269,7,1,0,18,58.5,-2
1324,3,5,0,18,61.5,-3
1325,2,4,2,22.5,55,-48
1349,2,5,1,20,58.5,-1
1350,4,3,1,16.5,68,-51
1378,2,6,0,11,71,-44
1479,3,5,0,12,56.5,-76
1499,1,7,0,14,78,+40
1508,5,3,0,20.5,54.5,-80
1537,3,5,0,7.5,61.5,+29
