Team #,Wins,Losses,Ties,CS,OCS,PD
1004,5,3,0,15,67.5,+5
1078,4,4,0,17,61.5,+13
1079,3,4,1,19.5,63.5,+15
1093,6,1,1,18.5,71.5,+38
1097,7,1,0,17.5,73.5,+59
1111,3,4,1,20.5,54.5,-53
1112,1,7,0,10,64.5,-105
1236,7,1,0,18,67.5,+49
1301,3,5,0,15,65.5,-1
1302,3,5,0,17,57,-11
1413,3,5,0,15,64,-42
1547,3,5,0,12.5,69.5,-21
1571,3,4,1,11.5,69.5,-24
1580,5,3,0,17.5,70.5,+12
1581,4,4,0,20,64,+2
1586,0,8,0,15,51,-197
1596,6,2,0,17,74,+90
1598,6,2,0,18,63,+25
1626,4,4,0,16,60.5,+57
1634,6,2,0,17,66,+66
1635,2,6,0,18,60.5,-28
1637,5,3,0,15,70.5,+45
1638,5,3,0,18,63,+43
1712,3,5,0,15.5,60.5,-39
1714,1,7,0,13.5,45,-69
1803,4,4,0,8.5,66,+71
