Team #,Wins,Losses,Ties,CS,OCS,PD
1017,6,2,0,16,65.5,+45
1018,3,5,0,19.5,63,-19
1116,7,1,0,14.5,73,+50
1117,6,2,0,17.5,60,+48
1222,5,3,0,15.5,65.5,+32
1233,3,5,0,8.5,68.5,-2
1251,6,1,1,15.5,79.5,+92
1278,2,5,1,12.5,62,+16
1325,4,3,1,23.5,58.5,+18
1328,4,4,0,17.5,60,+14
1398,6,1,1,14.5,77.5,+47
1399,3,5,0,18,66.5,-11
1459,6,0,2,15.5,67.5,+52
1461,7,1,0,18,76,+40
1473,4,4,0,12,61.5,+47
1476,3,5,0,16,59,-15
1477,3,5,0,17,63.5,-8
1509,2,5,1,21.5,53.5,-62
1510,4,4,0,8,71,-15
1554,2,6,0,23.5,57.5,-26
1590,4,4,0,19,65,-14
1591,3,5,0,15,58.5,-45
1651,0,8,0,16,42.5,-208
1666,0,8,0,15.5,45,-136
1674,1,6,1,16.5,64,-68
1675,4,4,0,15,68.5,-2
1679,5,3,0,12.5,63,+56
1697,5,3,0,14,76.5,+74
