Team #,Wins,Losses,Ties,CS,OCS,PD
1044,4,4,0,17,66.5,-7
1072,0,8,0,17,42,-128
1085,3,5,0,17,57,-43
1086,3,5,0,10,73.5,-46
1090,5,3,0,16.5,66.5,+16
1091,2,6,0,22,48,-43
1133,7,1,0,15,80.5,+62
1134,4,3,1,17.5,68,+15
1140,4,4,0,19,67.5,-36
1169,6,2,0,14,68,+79
1170,3,5,0,13,75.5,+13
1199,5,3,0,17,62.5,+6
1313,5,3,0,15,61,-10
1316,4,4,0,17,73,-55
1317,2,6,0,17,64,-77
1358,4,4,0,22,59,+42
1359,3,5,0,16,64,-21
1383,0,8,0,16,52,-97
1439,7,1,0,15,70,+151
1440,7,1,0,16,65,+121
1498,1,7,0,20,40,-159
1543,5,3,0,19.5,58.5,+14
1544,4,4,0,12,71,+35
1550,5,2,1,16.5,72,+71
1612,2,6,0,16,64,-54
1803,8,0,0,3,75,+151
