Team #,Wins,Losses,Ties,CS,OCS,PD
1033,2,6,0,22,51,-26
1058,1,7,0,23.5,57,-11
1059,2,5,1,11.5,65.5,+4
1062,5,3,0,17.5,70.5,+11
1063,1,6,1,20.5,55.5,-29
1106,5,3,0,17,61.5,+75
1107,5,2,1,19.5,67.5,+42
1149,7,1,0,11,72,+63
1191,7,0,1,17.5,74.5,+45
1192,3,5,0,15,60.5,-5
1228,3,5,0,13,67.5,-40
1257,4,4,0,22,48,-45
1294,4,4,0,18,55.5,+16
1295,5,3,0,14,69,+59
1385,6,2,0,13.5,75,+27
1386,4,4,0,18,61.5,+4
1387,6,2,0,14.5,64.5,+48
1388,4,4,0,16,60,-30
1411,0,8,0,17,46,-127
1479,6,2,0,16.5,71.5,+71
1481,5,3,0,18,73.5,-2
1585,0,8,0,14.5,46.5,-223
1594,7,1,0,9.5,81,+56
1595,3,5,0,16.5,69,-17
1610,4,4,0,8,71.5,+50
1695,3,5,0,12,68.5,-16
