Team #,Wins,Losses,Ties,CS,OCS,PD
1056,6,2,0,17.5,60,+89
1057,7,1,0,17.5,59,+55
1141,4,3,1,14.5,68,+40
1157,7,1,0,12.5,81,+96
1158,4,3,1,18,57.5,+22
1311,7,1,0,8.5,80.5,+89
1312,3,4,1,20.5,52,0
1348,4,3,1,10.5,67.5,+26
1349,2,6,0,22.5,48,-20
1397,1,6,1,15.5,67.5,-150
1414,0,8,0,18.5,55.5,-119
1428,2,5,1,16,55.5,-36
1437,4,3,1,12.5,79,-30
1438,3,5,0,14,65,-50
1525,8,0,0,14,77.5,+91
1526,6,2,0,13,78,+114
1613,2,6,0,24.5,44.5,-27
1614,3,5,0,13,68.5,-26
1615,2,6,0,17.5,54.5,-95
1704,1,6,1,19.5,61,-69
