Team #,Wins,Losses,Ties,CS,OCS,PD
1030,5,3,0,20,71.5,+32
1031,6,2,0,14,70.5,+60
1066,6,2,0,15.5,80,+21
1067,4,3,1,17.5,65,+9
1074,6,2,0,16,69.5,+96
1075,5,3,0,20,70.5,-6
1142,2,6,0,14,55.5,-78
1155,2,5,1,21.5,51.5,-15
1156,2,6,0,15.5,57,-70
1206,2,6,0,12.5,66,-40
1207,2,6,0,11.5,53.5,-47
1212,6,2,0,19,69.5,+76
1213,3,5,0,18.5,61.5,-15
1357,4,4,0,12,65.5,+5
1366,6,1,1,20,55,-1
1367,3,5,0,10,48.5,-107
1396,0,8,0,7.5,70,-40
1436,4,4,0,13,66.5,+28
1471,5,2,1,16,64.5,-20
1472,3,5,0,20,73,+90
1541,6,2,0,15.5,78.5,+13
1542,6,2,0,18.5,51,-104
1552,2,6,0,18,57,+6
