Team #,Wins,Losses,Ties,CS,OCS,PD
1060,6,2,0,15,68,+29
1061,7,1,0,15,70,+45
1070,4,4,0,21,61,+17
1137,8,0,0,19,68,+49
1138,4,4,0,17,54,-84
1163,1,7,0,16,53,-47
1171,2,6,0,16,54,-81
1234,2,6,0,13,69,-67
1235,3,5,0,7,68,-112
1253,2,6,0,15,69,+65
1305,6,2,0,21,59,+69
1306,5,3,0,18,48,-14
1324,2,6,0,16,60,-26
1329,3,5,0,22,62,+20
1333,4,4,0,13,77,+17
1334,6,2,0,17,65,-21
1337,4,4,0,13,70,+34
1350,4,4,0,14,79,+2
1351,5,3,0,13,73,-1
1378,4,4,0,21,53,+45
1538,3,5,0,19,66,+55
1539,6,2,0,15,59,+2
1566,4,4,0,17,66,-9
1567,3,5,0,13,53,-136
1659,0,8,0,15,80,+49
