Team #,Wins,Losses,Ties,CS,OCS,PD
1005,4,3,1,23,61.5,+22
1080,4,4,0,15.5,58.5,+6
1081,2,5,1,16,64.5,-9
1094,7,1,0,17,81.5,+78
1237,6,2,0,17,66,+10
1238,4,3,1,13,70,-91
1299,2,6,0,20.5,65.5,-6
1394,4,3,1,16.5,59.5,-38
1395,3,5,0,10.5,63.5,-97
1404,2,6,0,20.5,60.5,-218
1405,2,6,0,15.5,59,-43
1424,3,4,1,17.5,61.5,+37
1453,4,4,0,17,55.5,+22
1545,7,1,0,19,49.5,+53
1546,4,3,1,14.5,50,-148
1570,3,4,1,15,61.5,+36
1573,0,7,1,16.5,60.5,+7
1582,4,4,0,12,67,+62
1616,3,4,1,12.5,72,-49
1620,7,0,1,17,57.5,-101
1621,6,2,0,14,66.5,-75
